Test Date,County,New Positives,Cumulative Number of Positives,Total Number of Tests Performed,Cumulative Number of Tests Performed
04/24/2020,Clinton,1,54,39,612
04/25/2020,Clinton,3,57,28,640
04/26/2020,Clinton,2,59,30,670
04/27/2020,Clinton,0,59,15,685
04/28/2020,Clinton,0,59,23,708
04/29/2020,Clinton,0,59,40,748
04/30/2020,Clinton,2,61,48,796
05/01/2020,Clinton,1,62,35,831
05/02/2020,Clinton,4,66,33,864
05/03/2020,Clinton,2,68,21,885
05/04/2020,Clinton,1,69,27,912
05/05/2020,Clinton,0,69,25,937
05/06/2020,Clinton,0,69,22,959
05/07/2020,Clinton,5,74,72,1031
05/08/2020,Clinton,2,76,27,1058
05/09/2020,Clinton,0,76,33,1091
05/10/2020,Clinton,0,76,53,1144
05/11/2020,Clinton,1,77,38,1182
05/12/2020,Clinton,1,78,53,1235
05/13/2020,Clinton,3,81,123,1358
05/14/2020,Clinton,4,85,126,1484
05/15/2020,Clinton,6,91,150,1634
05/16/2020,Clinton,1,92,88,1722
05/17/2020,Clinton,2,94,155,1877
05/18/2020,Clinton,0,94,59,1936
05/19/2020,Clinton,0,94,58,1994
05/20/2020,Clinton,0,94,204,2198
05/21/2020,Clinton,0,94,131,2329
05/22/2020,Clinton,1,95,135,2464
05/23/2020,Clinton,0,95,131,2595
05/24/2020,Clinton,0,95,70,2665
05/25/2020,Clinton,0,95,108,2773
05/26/2020,Clinton,0,95,51,2824
05/27/2020,Clinton,0,95,201,3025
05/28/2020,Clinton,0,95,226,3251
05/29/2020,Clinton,0,95,441,3692
05/30/2020,Clinton,0,95,329,4021
05/31/2020,Clinton,1,96,146,4167
06/01/2020,Clinton,1,97,147,4314
06/02/2020,Clinton,0,97,309,4623
06/03/2020,Clinton,0,97,632,5255
06/04/2020,Clinton,0,97,319,5574
06/05/2020,Clinton,0,97,421,5995
06/06/2020,Clinton,0,97,305,6300
06/07/2020,Clinton,0,97,220,6520
06/08/2020,Clinton,0,97,105,6625
06/09/2020,Clinton,0,97,306,6931
06/10/2020,Clinton,1,98,268,7199
06/11/2020,Clinton,0,98,350,7549
06/12/2020,Clinton,0,98,285,7834
06/13/2020,Clinton,0,98,187,8021
06/14/2020,Clinton,0,98,137,8158
06/15/2020,Clinton,1,99,225,8383
06/16/2020,Clinton,0,99,242,8625
06/17/2020,Clinton,0,99,252,8877
06/18/2020,Clinton,0,99,251,9128
06/19/2020,Clinton,1,100,325,9453
06/20/2020,Clinton,0,100,112,9565
06/21/2020,Clinton,0,100,192,9757
06/22/2020,Clinton,0,100,167,9924
06/23/2020,Clinton,0,100,184,10108
06/24/2020,Clinton,1,101,312,10420
06/25/2020,Clinton,0,101,153,10573
06/26/2020,Clinton,0,101,264,10837
06/27/2020,Clinton,0,101,226,11063
06/28/2020,Clinton,0,101,160,11223
06/29/2020,Clinton,0,101,133,11356
06/30/2020,Clinton,0,101,287,11643
07/01/2020,Clinton,0,101,254,11897
07/02/2020,Clinton,0,101,156,12053
07/03/2020,Clinton,0,101,114,12167
07/04/2020,Clinton,2,103,183,12350
07/05/2020,Clinton,0,103,140,12490
07/06/2020,Clinton,2,105,295,12785
07/07/2020,Clinton,1,106,186,12971
07/08/2020,Clinton,1,107,339,13310
07/09/2020,Clinton,0,107,278,13588
07/10/2020,Clinton,1,108,211,13799
07/11/2020,Clinton,1,109,190,13989
07/12/2020,Clinton,0,109,178,14167
07/13/2020,Clinton,1,110,280,14447
07/14/2020,Clinton,1,111,215,14662
07/15/2020,Clinton,0,111,261,14923
07/16/2020,Clinton,0,111,236,15159
07/17/2020,Clinton,0,111,357,15516
07/18/2020,Clinton,2,113,145,15661
07/19/2020,Clinton,0,113,134,15795
07/20/2020,Clinton,1,114,339,16134
07/21/2020,Clinton,0,114,264,16398
07/22/2020,Clinton,0,114,317,16715
07/23/2020,Clinton,3,117,285,17000
07/24/2020,Clinton,2,119,334,17334
07/25/2020,Clinton,1,120,368,17702
07/26/2020,Clinton,0,120,183,17885
07/27/2020,Clinton,3,123,395,18280
07/28/2020,Clinton,0,123,129,18409
07/29/2020,Clinton,2,125,307,18716
07/30/2020,Clinton,1,126,158,18874
07/31/2020,Clinton,1,127,297,19171
08/01/2020,Clinton,0,127,381,19552
08/02/2020,Clinton,0,127,184,19736
08/03/2020,Clinton,0,127,309,20045
08/04/2020,Clinton,0,127,164,20209
08/05/2020,Clinton,0,127,116,20325
08/06/2020,Clinton,0,127,134,20459
08/07/2020,Clinton,0,127,338,20797
08/08/2020,Clinton,0,127,226,21023
08/09/2020,Clinton,1,128,252,21275
08/10/2020,Clinton,1,129,374,21649
08/11/2020,Clinton,0,129,139,21788
08/12/2020,Clinton,0,129,230,22018
08/13/2020,Clinton,1,130,151,22169
08/14/2020,Clinton,1,131,257,22426
08/15/2020,Clinton,1,132,287,22713
08/16/2020,Clinton,1,133,109,22822
08/17/2020,Clinton,1,134,363,23185
08/18/2020,Clinton,0,134,213,23398
08/19/2020,Clinton,1,135,170,23568
08/20/2020,Clinton,1,136,265,23833
08/21/2020,Clinton,5,141,335,24168
08/22/2020,Clinton,0,141,254,24422
08/23/2020,Clinton,1,142,82,24504
08/24/2020,Clinton,4,146,400,24904
08/25/2020,Clinton,1,147,157,25061
08/26/2020,Clinton,1,148,267,25328
08/27/2020,Clinton,1,149,193,25521
08/28/2020,Clinton,1,150,369,25890
08/29/2020,Clinton,0,150,197,26087
08/30/2020,Clinton,0,150,255,26342
08/31/2020,Clinton,1,151,203,26545
09/01/2020,Clinton,0,151,249,26794
09/02/2020,Clinton,1,152,171,26965
09/03/2020,Clinton,0,152,191,27156
09/04/2020,Clinton,0,152,385,27541
09/05/2020,Clinton,0,152,157,27698
09/06/2020,Clinton,0,152,308,28006
09/07/2020,Clinton,0,152,225,28231
09/08/2020,Clinton,0,152,51,28282
09/09/2020,Clinton,0,152,267,28549
09/10/2020,Clinton,0,152,173,28722
09/11/2020,Clinton,0,152,441,29163
09/12/2020,Clinton,1,153,229,29392
09/13/2020,Clinton,0,153,225,29617
09/14/2020,Clinton,1,154,330,29947
09/15/2020,Clinton,0,154,108,30055
09/16/2020,Clinton,0,154,241,30296
09/17/2020,Clinton,0,154,150,30446
09/18/2020,Clinton,0,154,328,30774
09/19/2020,Clinton,0,154,287,31061
09/20/2020,Clinton,0,154,94,31155
09/21/2020,Clinton,1,155,381,31536
09/22/2020,Clinton,1,156,226,31762
09/23/2020,Clinton,1,157,298,32060
09/24/2020,Clinton,1,158,433,32493
09/25/2020,Clinton,1,159,417,32910
09/26/2020,Clinton,1,160,412,33322
09/27/2020,Clinton,1,161,259,33581
09/28/2020,Clinton,1,162,296,33877
09/29/2020,Clinton,0,162,361,34238
09/30/2020,Clinton,0,162,1234,35472
10/01/2020,Clinton,2,164,407,35879
10/02/2020,Clinton,1,165,504,36383
10/03/2020,Clinton,1,166,467,36850
10/04/2020,Clinton,4,170,325,37175
10/05/2020,Clinton,3,173,425,37600
10/06/2020,Clinton,0,173,382,37982
10/07/2020,Clinton,4,177,444,38426
10/08/2020,Clinton,1,178,1050,39476
10/09/2020,Clinton,0,178,490,39966
10/10/2020,Clinton,1,179,582,40548
10/11/2020,Clinton,0,179,255,40803
10/12/2020,Clinton,3,182,569,41372
10/13/2020,Clinton,1,183,533,41905
10/14/2020,Clinton,4,187,528,42433
10/15/2020,Clinton,3,190,356,42789
10/16/2020,Clinton,2,192,538,43327
10/17/2020,Clinton,5,197,522,43849
10/18/2020,Clinton,2,199,210,44059
10/19/2020,Clinton,16,215,559,44618
10/20/2020,Clinton,5,220,353,44971
10/21/2020,Clinton,4,224,259,45230
10/22/2020,Clinton,8,232,305,45535
10/23/2020,Clinton,4,236,303,45838
10/24/2020,Clinton,4,240,565,46403
10/25/2020,Clinton,2,242,225,46628
10/26/2020,Clinton,2,244,446,47074
10/27/2020,Clinton,2,246,315,47389
10/28/2020,Clinton,2,248,387,47776
10/29/2020,Clinton,7,255,199,47975
10/30/2020,Clinton,8,263,218,48193
10/31/2020,Clinton,7,270,348,48541
11/01/2020,Clinton,3,273,267,48808
11/02/2020,Clinton,6,279,283,49091
11/03/2020,Clinton,3,282,439,49530
11/04/2020,Clinton,6,288,935,50465
11/05/2020,Clinton,4,292,1073,51538
11/06/2020,Clinton,5,297,322,51860
11/07/2020,Clinton,4,301,409,52269
11/08/2020,Clinton,2,303,313,52582
11/09/2020,Clinton,10,313,336,52918
11/10/2020,Clinton,18,331,211,53129
11/11/2020,Clinton,13,344,1683,54812
11/12/2020,Clinton,12,356,830,55642
11/13/2020,Clinton,16,372,243,55885
11/14/2020,Clinton,5,377,127,56012
11/15/2020,Clinton,3,380,921,56933
11/16/2020,Clinton,4,384,242,57175
11/17/2020,Clinton,5,389,247,57422
11/18/2020,Clinton,8,397,333,57755
11/19/2020,Clinton,9,406,1301,59056
11/20/2020,Clinton,6,412,539,59595
11/21/2020,Clinton,6,418,463,60058
11/22/2020,Clinton,10,428,566,60624
11/23/2020,Clinton,2,430,380,61004
11/24/2020,Clinton,4,434,333,61337
11/25/2020,Clinton,9,443,457,61794
11/26/2020,Clinton,5,448,364,62158
11/27/2020,Clinton,8,456,270,62428
11/28/2020,Clinton,3,459,459,62887
11/29/2020,Clinton,2,461,282,63169
11/30/2020,Clinton,19,480,491,63660
12/01/2020,Clinton,8,488,138,63798
12/02/2020,Clinton,7,495,329,64127
12/03/2020,Clinton,29,524,602,64729
12/04/2020,Clinton,8,532,451,65180
12/05/2020,Clinton,8,540,256,65436
12/06/2020,Clinton,9,549,370,65806
12/07/2020,Clinton,19,568,322,66128
12/08/2020,Clinton,6,574,268,66396
12/09/2020,Clinton,12,586,428,66824
12/10/2020,Clinton,11,597,607,67431
12/11/2020,Clinton,30,627,442,67873
12/12/2020,Clinton,30,657,1702,69575
12/13/2020,Clinton,41,698,418,69993
12/14/2020,Clinton,14,712,407,70400
12/15/2020,Clinton,19,731,311,70711
12/16/2020,Clinton,7,738,943,71654
12/17/2020,Clinton,11,749,821,72475
12/18/2020,Clinton,28,777,792,73267
12/19/2020,Clinton,18,795,495,73762
12/20/2020,Clinton,9,804,415,74177
12/21/2020,Clinton,14,818,404,74581
12/22/2020,Clinton,23,841,411,74992
12/23/2020,Clinton,22,863,475,75467
12/24/2020,Clinton,27,890,480,75947
12/25/2020,Clinton,31,921,647,76594
12/26/2020,Clinton,30,951,385,76979
12/27/2020,Clinton,29,980,365,77344
12/28/2020,Clinton,48,1028,458,77802
12/29/2020,Clinton,22,1050,447,78249
12/30/2020,Clinton,25,1075,785,79034
12/31/2020,Clinton,83,1158,868,79902
01/01/2021,Clinton,52,1210,716,80618
01/02/2021,Clinton,58,1268,610,81228
01/03/2021,Clinton,44,1312,353,81581
01/04/2021,Clinton,40,1352,456,82037
01/05/2021,Clinton,53,1405,676,82713
01/06/2021,Clinton,95,1500,1746,84459
01/07/2021,Clinton,56,1556,1136,85595
01/08/2021,Clinton,63,1619,945,86540
01/09/2021,Clinton,62,1681,738,87278
01/10/2021,Clinton,38,1719,642,87920
01/11/2021,Clinton,74,1793,761,88681
01/12/2021,Clinton,55,1848,517,89198
01/13/2021,Clinton,52,1900,671,89869
01/14/2021,Clinton,77,1977,1069,90938
01/15/2021,Clinton,63,2040,918,91856
01/16/2021,Clinton,51,2091,718,92574
01/17/2021,Clinton,38,2129,538,93112
01/18/2021,Clinton,51,2180,669,93781
01/19/2021,Clinton,29,2209,500,94281
01/20/2021,Clinton,55,2264,1016,95297
01/21/2021,Clinton,53,2317,733,96030
01/22/2021,Clinton,43,2360,782,96812
01/23/2021,Clinton,64,2424,1023,97835
01/24/2021,Clinton,34,2458,585,98420
01/25/2021,Clinton,47,2505,638,99058
01/26/2021,Clinton,37,2542,614,99672
01/27/2021,Clinton,41,2583,740,100412
01/28/2021,Clinton,53,2636,640,101052
01/29/2021,Clinton,34,2670,958,102010
01/30/2021,Clinton,50,2720,910,102920
01/31/2021,Clinton,29,2749,453,103373
02/01/2021,Clinton,30,2779,590,103963
02/02/2021,Clinton,20,2799,373,104336
02/03/2021,Clinton,25,2824,467,104803
02/04/2021,Clinton,32,2856,1082,105885
02/05/2021,Clinton,35,2891,1407,107292
02/06/2021,Clinton,37,2928,788,108080
02/07/2021,Clinton,42,2970,533,108613
02/08/2021,Clinton,29,2999,564,109177
02/09/2021,Clinton,27,3026,892,110069
02/10/2021,Clinton,77,3103,1250,111319
02/11/2021,Clinton,26,3129,706,112025
02/12/2021,Clinton,32,3161,1425,113450
02/13/2021,Clinton,44,3205,663,114113
02/14/2021,Clinton,34,3239,375,114488
02/15/2021,Clinton,19,3258,480,114968
02/16/2021,Clinton,20,3278,1441,116409
02/17/2021,Clinton,19,3297,365,116774
02/18/2021,Clinton,55,3352,1748,118522
02/19/2021,Clinton,17,3369,608,119130
02/20/2021,Clinton,21,3390,537,119667
02/21/2021,Clinton,25,3415,425,120092
02/22/2021,Clinton,37,3452,449,120541
02/23/2021,Clinton,16,3468,2516,123057
02/24/2021,Clinton,39,3507,2074,125131
02/25/2021,Clinton,23,3530,2550,127681
02/26/2021,Clinton,28,3558,700,128381
02/27/2021,Clinton,28,3586,700,129081
02/28/2021,Clinton,24,3610,644,129725
03/01/2021,Clinton,35,3645,478,130203
03/02/2021,Clinton,37,3682,1470,131673
03/03/2021,Clinton,22,3704,1617,133290
03/04/2021,Clinton,37,3741,1921,135211
03/05/2021,Clinton,20,3761,629,135840
03/06/2021,Clinton,27,3788,607,136447
03/07/2021,Clinton,15,3803,583,137030
03/08/2021,Clinton,27,3830,526,137556
03/09/2021,Clinton,13,3843,1359,138915
03/10/2021,Clinton,11,3854,1656,140571
03/11/2021,Clinton,16,3870,1980,142551
03/12/2021,Clinton,12,3882,432,142983
03/13/2021,Clinton,9,3891,661,143644
03/14/2021,Clinton,9,3900,520,144164
03/15/2021,Clinton,14,3914,409,144573
03/16/2021,Clinton,22,3936,1232,145805
03/17/2021,Clinton,14,3950,1520,147325
03/18/2021,Clinton,12,3962,1889,149214
03/19/2021,Clinton,9,3971,568,149782
03/20/2021,Clinton,16,3987,625,150407
03/21/2021,Clinton,15,4002,571,150978
03/22/2021,Clinton,29,4031,363,151341
03/23/2021,Clinton,24,4055,1255,152596
03/24/2021,Clinton,6,4061,1428,154024
03/25/2021,Clinton,16,4077,2088,156112
03/26/2021,Clinton,34,4111,731,156843
03/27/2021,Clinton,17,4128,2610,159453
03/28/2021,Clinton,27,4155,1137,160590
03/29/2021,Clinton,22,4177,746,161336
03/30/2021,Clinton,10,4187,1096,162432
03/31/2021,Clinton,35,4222,542,162974
04/01/2021,Clinton,8,4230,2037,165011
04/02/2021,Clinton,20,4250,830,165841
04/03/2021,Clinton,24,4274,848,166689
04/04/2021,Clinton,22,4296,445,167134
04/05/2021,Clinton,23,4319,958,168092
04/06/2021,Clinton,23,4342,1013,169105
04/07/2021,Clinton,22,4364,1460,170565
04/08/2021,Clinton,27,4391,2105,172670
04/09/2021,Clinton,26,4417,586,173256
04/10/2021,Clinton,20,4437,1006,174262
04/11/2021,Clinton,4,4441,259,174521
04/12/2021,Clinton,24,4465,1242,175763
04/13/2021,Clinton,7,4472,1183,176946
04/14/2021,Clinton,29,4501,1366,178312
04/15/2021,Clinton,10,4511,1782,180094
04/16/2021,Clinton,17,4528,883,180977
04/17/2021,Clinton,22,4550,1033,182010
04/18/2021,Clinton,13,4563,1032,183042
04/19/2021,Clinton,14,4577,446,183488
04/20/2021,Clinton,5,4582,1100,184588
04/21/2021,Clinton,9,4591,1376,185964
04/22/2021,Clinton,20,4611,1010,186974
04/23/2021,Clinton,22,4633,433,187407
04/24/2021,Clinton,9,4642,813,188220
04/25/2021,Clinton,12,4654,931,189151
04/26/2021,Clinton,8,4662,510,189661
04/27/2021,Clinton,4,4666,386,190047
04/28/2021,Clinton,9,4675,453,190500
04/29/2021,Clinton,8,4683,887,191387
04/30/2021,Clinton,10,4693,596,191983
05/01/2021,Clinton,8,4701,1359,193342
05/02/2021,Clinton,12,4713,398,193740
05/03/2021,Clinton,7,4720,484,194224
05/04/2021,Clinton,11,4731,330,194554
05/05/2021,Clinton,13,4744,550,195104
05/06/2021,Clinton,7,4751,583,195687
05/07/2021,Clinton,6,4757,625,196312
05/08/2021,Clinton,5,4762,485,196797
05/09/2021,Clinton,0,4762,719,197516
05/10/2021,Clinton,7,4769,758,198274
05/11/2021,Clinton,4,4773,279,198553
05/12/2021,Clinton,11,4784,388,198941
05/13/2021,Clinton,5,4789,858,199799
05/14/2021,Clinton,14,4803,654,200453
05/15/2021,Clinton,4,4807,436,200889
05/16/2021,Clinton,3,4810,572,201461
05/17/2021,Clinton,1,4811,277,201738
05/18/2021,Clinton,4,4815,359,202097
05/19/2021,Clinton,0,4815,743,202840
05/20/2021,Clinton,2,4817,656,203496
05/21/2021,Clinton,1,4818,303,203799
05/22/2021,Clinton,3,4821,288,204087
05/23/2021,Clinton,3,4824,340,204427
05/24/2021,Clinton,0,4824,403,204830
05/25/2021,Clinton,0,4824,248,205078
05/26/2021,Clinton,2,4826,265,205343
05/27/2021,Clinton,1,4827,998,206341
05/28/2021,Clinton,0,4827,184,206525
05/29/2021,Clinton,0,4827,374,206899
05/30/2021,Clinton,3,4830,409,207308
05/31/2021,Clinton,0,4830,167,207475
06/01/2021,Clinton,2,4832,74,207549
06/02/2021,Clinton,0,4832,155,207704
06/03/2021,Clinton,1,4833,578,208282
06/04/2021,Clinton,0,4833,698,208980
06/05/2021,Clinton,0,4833,225,209205
06/06/2021,Clinton,1,4834,592,209797
06/07/2021,Clinton,1,4835,138,209935
06/08/2021,Clinton,0,4835,171,210106
06/09/2021,Clinton,0,4835,201,210307
06/10/2021,Clinton,0,4835,578,210885
06/11/2021,Clinton,0,4835,154,211039
06/12/2021,Clinton,0,4835,491,211530
06/13/2021,Clinton,0,4835,295,211825
06/14/2021,Clinton,0,4835,106,211931
06/15/2021,Clinton,1,4836,263,212194
06/16/2021,Clinton,0,4836,236,212430
06/17/2021,Clinton,1,4837,307,212737
06/18/2021,Clinton,1,4838,137,212874
06/19/2021,Clinton,1,4839,130,213004
06/20/2021,Clinton,0,4839,185,213189
06/21/2021,Clinton,0,4839,82,213271
06/22/2021,Clinton,0,4839,122,213393
06/23/2021,Clinton,2,4841,174,213567
06/24/2021,Clinton,2,4843,203,213770
06/25/2021,Clinton,2,4845,133,213903
06/26/2021,Clinton,1,4846,172,214075
06/27/2021,Clinton,0,4846,126,214201
06/28/2021,Clinton,0,4846,115,214316
06/29/2021,Clinton,1,4847,152,214468
06/30/2021,Clinton,8,4855,116,214584
07/01/2021,Clinton,0,4855,212,214796
07/02/2021,Clinton,0,4855,108,214904
07/03/2021,Clinton,0,4855,188,215092
07/04/2021,Clinton,0,4855,110,215202
07/05/2021,Clinton,1,4856,57,215259
07/06/2021,Clinton,1,4857,115,215374
07/07/2021,Clinton,1,4858,152,215526
07/08/2021,Clinton,0,4858,170,215696
07/09/2021,Clinton,0,4858,138,215834
07/10/2021,Clinton,0,4858,171,216005
07/11/2021,Clinton,0,4858,144,216149
07/12/2021,Clinton,0,4858,124,216273
07/13/2021,Clinton,0,4858,109,216382
07/14/2021,Clinton,0,4858,111,216493
07/15/2021,Clinton,1,4859,190,216683
07/16/2021,Clinton,0,4859,149,216832
07/17/2021,Clinton,2,4861,135,216967
07/18/2021,Clinton,5,4866,91,217058
07/19/2021,Clinton,1,4867,97,217155
07/20/2021,Clinton,0,4867,100,217255
07/21/2021,Clinton,1,4868,163,217418
07/22/2021,Clinton,0,4868,144,217562
07/23/2021,Clinton,0,4868,143,217705
07/24/2021,Clinton,0,4868,154,217859
07/25/2021,Clinton,1,4869,89,217948
07/26/2021,Clinton,1,4870,76,218024
07/27/2021,Clinton,3,4873,149,218173
07/28/2021,Clinton,2,4875,183,218356
07/29/2021,Clinton,3,4878,264,218620
07/30/2021,Clinton,5,4883,105,218725
07/31/2021,Clinton,2,4885,190,218915
08/01/2021,Clinton,3,4888,112,219027
08/02/2021,Clinton,3,4891,87,219114
08/03/2021,Clinton,2,4893,189,219303
08/04/2021,Clinton,2,4895,167,219470
08/05/2021,Clinton,6,4901,206,219676
08/06/2021,Clinton,10,4911,226,219902
08/07/2021,Clinton,5,4916,269,220171
08/08/2021,Clinton,4,4920,170,220341
08/09/2021,Clinton,3,4923,240,220581
08/10/2021,Clinton,3,4926,210,220791
08/11/2021,Clinton,8,4934,265,221056
08/12/2021,Clinton,2,4936,324,221380
08/13/2021,Clinton,8,4944,260,221640
08/14/2021,Clinton,4,4948,295,221935
08/15/2021,Clinton,4,4952,296,222231
08/16/2021,Clinton,1,4953,327,222558
08/17/2021,Clinton,2,4955,170,222728
08/18/2021,Clinton,7,4962,263,222991
08/19/2021,Clinton,5,4967,400,223391
08/20/2021,Clinton,3,4970,343,223734
08/21/2021,Clinton,9,4979,371,224105
08/22/2021,Clinton,11,4990,242,224347
08/23/2021,Clinton,2,4992,131,224478
08/24/2021,Clinton,3,4995,156,224634
08/25/2021,Clinton,22,5017,394,225028
08/26/2021,Clinton,6,5023,488,225516
08/27/2021,Clinton,28,5051,330,225846
08/28/2021,Clinton,14,5065,536,226382
08/29/2021,Clinton,17,5082,336,226718
08/30/2021,Clinton,9,5091,433,227151
08/31/2021,Clinton,6,5097,263,227414
09/01/2021,Clinton,11,5108,328,227742
09/02/2021,Clinton,23,5131,530,228272
09/03/2021,Clinton,19,5150,615,228887
09/04/2021,Clinton,23,5173,801,229688
09/05/2021,Clinton,21,5194,488,230176
09/06/2021,Clinton,10,5204,342,230518
09/07/2021,Clinton,10,5214,206,230724
09/08/2021,Clinton,15,5229,357,231081
09/09/2021,Clinton,31,5260,795,231876
09/10/2021,Clinton,35,5295,734,232610
09/11/2021,Clinton,34,5329,621,233231
09/12/2021,Clinton,22,5351,517,233748
09/13/2021,Clinton,8,5359,315,234063
09/14/2021,Clinton,28,5387,422,234485
09/15/2021,Clinton,44,5431,617,235102
09/16/2021,Clinton,33,5464,763,235865
09/17/2021,Clinton,65,5529,792,236657
09/18/2021,Clinton,56,5585,1115,237772
09/19/2021,Clinton,30,5615,497,238269
09/20/2021,Clinton,40,5655,528,238797
09/21/2021,Clinton,19,5674,343,239140
09/22/2021,Clinton,42,5716,635,239775
09/23/2021,Clinton,58,5774,1058,240833
09/24/2021,Clinton,56,5830,723,241556
09/25/2021,Clinton,36,5866,723,242279
09/26/2021,Clinton,49,5915,609,242888
09/27/2021,Clinton,22,5937,330,243218
09/28/2021,Clinton,43,5980,700,243918
09/29/2021,Clinton,45,6025,827,244745
09/30/2021,Clinton,46,6071,902,245647
10/01/2021,Clinton,55,6126,1178,246825
10/02/2021,Clinton,37,6163,663,247488
10/03/2021,Clinton,30,6193,515,248003
10/04/2021,Clinton,30,6223,923,248926
10/05/2021,Clinton,32,6255,501,249427
10/06/2021,Clinton,33,6288,710,250137
10/07/2021,Clinton,51,6339,1150,251287
10/08/2021,Clinton,47,6386,951,252238
10/09/2021,Clinton,10,6396,256,252494
10/10/2021,Clinton,59,6455,1220,253714
10/11/2021,Clinton,25,6480,450,254164
10/12/2021,Clinton,27,6507,350,254514
10/13/2021,Clinton,23,6530,717,255231
10/14/2021,Clinton,31,6561,1123,256354
10/15/2021,Clinton,42,6603,701,257055
10/16/2021,Clinton,28,6631,718,257773
10/17/2021,Clinton,23,6654,674,258447
10/18/2021,Clinton,11,6665,653,259100
10/19/2021,Clinton,14,6679,358,259458
10/20/2021,Clinton,46,6725,718,260176
10/21/2021,Clinton,25,6750,1046,261222
10/22/2021,Clinton,37,6787,1432,262654
10/23/2021,Clinton,20,6807,654,263308
10/24/2021,Clinton,30,6837,765,264073
10/25/2021,Clinton,16,6853,406,264479
10/26/2021,Clinton,27,6880,532,265011
10/27/2021,Clinton,29,6909,762,265773
10/28/2021,Clinton,53,6962,1528,267301
10/29/2021,Clinton,32,6994,838,268139
10/30/2021,Clinton,35,7029,676,268815
10/31/2021,Clinton,23,7052,656,269471
11/01/2021,Clinton,11,7063,298,269769
11/02/2021,Clinton,32,7095,689,270458
11/03/2021,Clinton,39,7134,881,271339
11/04/2021,Clinton,41,7175,1206,272545
11/05/2021,Clinton,42,7217,687,273232
11/06/2021,Clinton,22,7239,817,274049
11/07/2021,Clinton,61,7300,932,274981
11/08/2021,Clinton,30,7330,432,275413
11/09/2021,Clinton,28,7358,555,275968
11/10/2021,Clinton,43,7401,842,276810
11/11/2021,Clinton,46,7447,897,277707
11/12/2021,Clinton,40,7487,960,278667
11/13/2021,Clinton,20,7507,804,279471
11/14/2021,Clinton,30,7537,575,280046
11/15/2021,Clinton,28,7565,401,280447
11/16/2021,Clinton,17,7582,349,280796
11/17/2021,Clinton,58,7640,836,281632
11/18/2021,Clinton,44,7684,771,282403
11/19/2021,Clinton,43,7727,701,283104
11/20/2021,Clinton,45,7772,828,283932
11/21/2021,Clinton,34,7806,435,284367
11/22/2021,Clinton,21,7827,323,284690
11/23/2021,Clinton,26,7853,289,284979
11/24/2021,Clinton,51,7904,782,285761
11/25/2021,Clinton,49,7953,786,286547
11/26/2021,Clinton,27,7980,321,286868
11/27/2021,Clinton,37,8017,415,287283
11/28/2021,Clinton,46,8063,497,287780
11/29/2021,Clinton,36,8099,416,288196
11/30/2021,Clinton,47,8146,465,288661
12/01/2021,Clinton,72,8218,846,289507
12/02/2021,Clinton,61,8279,871,290378
12/03/2021,Clinton,70,8349,904,291282
12/04/2021,Clinton,59,8408,989,292271
12/05/2021,Clinton,33,8441,531,292802
12/06/2021,Clinton,28,8469,456,293258
12/07/2021,Clinton,34,8503,499,293757
12/08/2021,Clinton,64,8567,742,294499
12/09/2021,Clinton,52,8619,1012,295511
12/10/2021,Clinton,57,8676,719,296230
12/11/2021,Clinton,70,8746,792,297022
12/12/2021,Clinton,39,8785,478,297500
12/13/2021,Clinton,24,8809,320,297820
03/01/2020,Columbia,0,0,0,0
03/02/2020,Columbia,0,0,0,0
03/03/2020,Columbia,0,0,0,0
03/04/2020,Columbia,0,0,0,0
03/05/2020,Columbia,0,0,0,0
03/06/2020,Columbia,0,0,0,0
03/07/2020,Columbia,0,0,0,0
03/08/2020,Columbia,0,0,1,1
03/09/2020,Columbia,0,0,0,1
03/10/2020,Columbia,0,0,0,1
03/11/2020,Columbia,0,0,2,3
03/12/2020,Columbia,0,0,2,5
03/13/2020,Columbia,0,0,1,6
03/14/2020,Columbia,0,0,4,10
03/15/2020,Columbia,0,0,2,12
03/16/2020,Columbia,0,0,13,25
