date_stamp,cnt_total,cnt_total_new,cnt_confirmed,cnt_confirmed_new,cnt_probable,cnt_probable_new,cnt_active,cnt_active_new,cnt_hospitalized,cnt_hospitalized_new,cnt_recovered,cnt_recovered_new,cnt_death,cnt_death_new,cnt_tested_pos,cnt_tested_neg,cnt_tested,cnt_tested_new
2020-09-30,196139,1528,188505,1308,7634,220,14353,107,8733,61,,,2454,34,230401,2646321,2876722,23655
2020-10-01,197432,1293,189575,1070,7857,223,14150,-203,8782,49,,,2501,47,231728,2663147,2894875,18153
2020-10-02,198403,971,190388,813,8015,158,13722,-428,8827,45,,,2515,14,232701,2678298,2910999,16124
2020-10-03,199595,1192,191442,1054,8153,138,13502,-220,8859,32,,,2560,45,234057,2694752,2928809,17810
2020-10-04,201210,1615,192906,1464,8304,151,14229,727,8883,24,,,2577,17,235942,2726142,2962084,33275
2020-10-05,203699,2489,195220,2314,8479,175,15881,1652,8923,40,,,2597,20,238702,2767483,3006185,44101
2020-10-06,205375,1676,196623,1403,8752,273,15728,-153,8976,53,,,2621,24,240556,2790974,3031530,25345
2020-10-07,207455,2080,198405,1782,9050,298,16237,509,9035,59,,,2642,21,242550,2810943,3053493,21963
2020-10-08,209447,1992,200103,1698,9344,294,16752,515,9094,59,,,2705,63,244409,2836100,3080509,27016
2020-10-09,211003,1556,201530,1427,9473,129,16620,-132,9133,39,,,2732,27,246027,2861272,3107299,26790
2020-10-10,212649,1646,202956,1426,9693,220,16933,313,9180,47,,,2758,26,247654,2883885,3131539,24240
2020-10-11,214717,2068,204848,1892,9869,176,18101,1168,9215,35,,,2767,9,249733,2912759,3162492,30953
2020-10-12,217682,2965,207669,2821,10013,144,20072,1971,9248,33,,,2774,7,252847,2948860,3201707,39215
2020-10-13,218829,1147,208606,937,10223,210,19092,-980,9309,61,,,2797,23,253911,2961490,3215401,13694
2020-10-14,220538,1709,210016,1410,10522,299,19245,153,9371,62,,,2828,31,255473,2977826,3233299,17898
2020-10-15,222827,2289,212116,2100,10711,189,19799,554,9416,45,,,2864,36,257828,3000124,3257952,24653
2020-10-16,223493,666,212682,566,10811,100,18791,-1008,9489,73,,,2871,7,258427,3005275,3263702,5750
2020-10-17,226139,2646,215062,2380,11077,266,19650,859,9555,66,,,2903,32,261045,3033011,3294056,30354
2020-10-18,228744,2605,217412,2350,11332,255,21109,1459,9577,22,,,2909,6,263711,3065776,3329487,35431
2020-10-19,232061,3317,220566,3154,11495,163,23307,2198,9618,41,,,2922,13,267234,3104663,3371897,42410
2020-10-20,233569,1508,221884,1318,11685,190,22435,-872,9681,63,,,2952,30,268719,3116332,3385051,13154
2020-10-21,235861,2292,223867,1983,11994,309,22648,213,9734,53,,,2970,18,270982,3133279,3404261,19210
2020-10-22,237907,2046,225658,1791,12249,255,22341,-307,9802,68,,,3011,41,272987,3151098,3424085,19824
2020-10-23,241513,3606,228930,3272,12583,334,23803,1462,9882,80,,,3076,65,276671,3189241,3465912,41827
2020-10-24,244087,2574,231171,2241,12916,333,24243,440,9926,44,,,3100,24,279216,3213008,3492224,26312
2020-10-25,247587,3500,234320,3149,13267,351,26389,2146,9941,15,,,3131,31,282777,3250692,3533469,41245
2020-10-26,249866,2279,236518,2198,13348,81,27473,1084,9985,44,,,3163,32,285275,3270812,3556087,22618
2020-10-27,251774,1908,238124,1606,13650,302,26219,-1254,10062,77,,,3207,44,287161,3285430,3572591,16504
2020-10-28,254220,2446,240198,2074,14022,372,26157,-62,10140,78,,,3241,34,289511,3305080,3594591,22000
2020-10-29,256880,2660,242575,2377,14305,283,26346,189,10208,68,,,3263,22,292241,3331097,3623338,28747
2020-10-30,259488,2608,244886,2311,14602,297,26478,132,10264,56,,,3341,78,294795,3352692,3647487,24149
2020-10-31,260672,1184,245904,1018,14768,166,25432,-1046,10306,42,,,3353,12,295923,3361082,3657005,9518
2020-11-01,261426,754,246563,659,14863,95,24898,-534,10307,1,,,3353,0,296682,3371628,3668310,11305
2020-11-02,264587,3161,249356,2793,15231,368,26748,1850,10340,33,,,3379,26,299816,3405610,3705426,37116
2020-11-03,266357,1770,250991,1635,15366,135,25167,-1581,10407,67,,,3454,75,301678,3417520,3719198,13772
2020-11-04,269802,3445,254058,3067,15744,378,25737,570,10484,77,,,3478,24,305086,3439554,3744640,25442
2020-11-05,271771,1969,255720,1662,16051,307,24770,-967,10546,62,,,3509,31,307059,3457022,3764081,19441
2020-11-06,273144,1373,256845,1125,16299,248,23211,-1559,10618,72,,,3541,32,308318,3466790,3775108,11027
2020-11-07,278215,5071,261202,4357,17013,714,25463,2252,10645,27,,,3590,49,313255,3506349,3819604,44496
2020-11-08,281851,3636,264340,3138,17511,498,27438,1975,10678,33,,,3595,5,316725,3538903,3855628,36024
2020-11-09,287770,5919,269747,5407,18023,512,31645,4207,10732,54,,,3610,15,322700,3587508,3910208,54580
2020-11-10,289749,1979,271405,1658,18344,321,29934,-1711,10813,81,,,3672,62,324592,3600868,3925460,15252
2020-11-11,293381,3632,274508,3103,18873,529,30182,248,10895,82,,,3761,89,328058,3627092,3955150,29690
2020-11-12,296725,3344,277081,2573,19644,771,30410,228,10950,55,,,3788,27,330909,3645425,3976334,21184
2020-11-13,300458,3733,280117,3036,20341,697,31147,737,11055,105,,,3852,64,334254,3664854,3999108,22774
2020-11-14,305120,4662,284173,4056,20947,606,32875,1728,11116,61,,,3877,25,338717,3694637,4033354,34246
2020-11-15,310937,5817,289358,5185,21579,632,36953,4078,11141,25,,,3893,16,344333,3734417,4078750,45396
2020-11-16,318888,7951,296654,7296,22234,655,43101,6148,11201,60,,,3923,30,352357,3787255,4139612,60862
2020-11-17,320729,1841,298288,1634,22441,207,40237,-2864,11255,54,,,3995,72,354221,3799489,4153710,14098
2020-11-18,325201,4472,301901,3613,23300,859,41222,985,11342,87,,,4048,53,358326,3819358,4177684,23974
2020-11-19,328088,2887,304077,2176,24011,711,40175,-1047,11422,80,,,4128,80,360749,3833872,4194621,16937
2020-11-20,331532,3444,306892,2815,24640,629,39422,-753,11502,80,,,4202,74,363892,3852016,4215908,21287
2020-11-21,335887,4355,310739,3847,25148,508,39857,435,11539,37,,,4211,9,368180,3875732,4243912,28004
2020-11-22,340476,4589,314854,4115,25622,474,41979,2122,11570,31,,,4266,55,372712,3907353,4280065,36153
2020-11-23,344550,4074,318428,3574,26122,500,43657,1678,11628,58,,,4301,35,376713,3931809,4308522,28457
2020-11-24,345854,1304,319362,934,26492,370,38246,-5411,11717,89,,,4374,73,377693,3936277,4313970,5448
2020-11-25,347972,2118,320883,1521,27089,597,34940,-3306,11814,97,,,4466,92,379404,3948402,4327806,13836
2020-11-26,352376,4404,324599,3716,27777,688,34972,32,11950,136,,,4519,53,383563,3980377,4363940,36134
2020-11-27,356716,4340,328666,4067,28050,273,33667,-1305,11974,24,,,4526,7,388127,4010457,4398584,34644
2020-11-28,363466,6750,334511,5845,28955,905,35549,1882,12005,31,,,4541,15,394705,4046661,4441366,42782
2020-11-29,366518,3052,337175,2664,29343,388,35971,422,12040,35,,,4554,13,397703,4062405,4460108,18742
2020-11-30,374493,7975,344712,7537,29781,438,41181,5210,12096,56,,,4602,48,405965,4109690,4515655,55547
2020-12-01,380186,5693,349543,4831,30643,862,39417,-1764,12209,113,,,4638,36,411418,4140172,4551590,35935
2020-12-02,384285,4099,353171,3628,31114,471,37482,-1935,12310,101,,,4688,50,415513,4158762,4574275,22685
2020-12-03,388252,3967,356548,3377,31704,590,36059,-1423,12410,100,,,4781,93,419448,4174509,4593957,19682
2020-12-04,392608,4356,360201,3653,32407,703,36179,120,12488,78,,,4876,95,423591,4195346,4618937,24980
2020-12-05,397522,4914,363977,3776,33545,1138,35270,-909,12558,70,,,4905,29,427819,4213692,4641511,22574
2020-12-06,400594,3072,366333,2356,34261,716,35499,229,12593,35,,,4943,38,430251,4226010,4656261,14750
2020-12-07,408730,8136,373537,7204,35193,932,40903,5404,12638,45,,,5009,66,438132,4260327,4698459,42198
2020-12-08,414749,6019,378656,5119,36093,900,38477,-2426,12777,139,,,5109,100,443794,4285324,4729118,30659
2020-12-09,422962,8213,385948,7292,37014,921,40940,2463,12862,85,,,5171,62,451798,4321426,4773224,44106
2020-12-10,428973,6011,391133,5185,37840,826,41289,349,12952,90,,,5240,69,457528,4346546,4804074,30850
2020-12-11,436262,7289,397443,6310,38819,979,47457,6168,13039,87,,,5327,87,464481,4393453,4857934,53860
2020-12-12,442953,6691,402790,5347,40163,1344,50158,2701,13101,62,,,5400,73,470535,4399299,4869834,11900
2020-12-13,454305,11352,412568,9778,41737,1574,57952,7794,13144,43,,,5462,62,481288,4471577,4952865,83031
2020-12-14,464624,10319,421528,8960,43096,1359,64936,6984,13206,62,,,5541,79,491086,4521318,5012404,59539
2020-12-15,472875,8251,428868,7340,44007,911,62663,-2273,13332,126,,,5615,74,499186,4557804,5056990,44586
2020-12-16,484285,11410,437798,8930,46487,2480,66774,4111,13437,105,,,5668,53,509450,4605350,5114800,57810
2020-12-17,493230,8945,444105,6307,49125,2638,68661,1887,13537,100,,,5845,177,516529,4631204,5147733,32933
2020-12-18,503651,10421,452581,8476,51070,1945,72427,3766,13626,89,,,5960,115,526351,4686095,5212446,64713
2020-12-19,509998,6347,458127,5546,51871,801,72578,151,13718,92,,,6017,57,532264,4699592,5231856,19410
2020-12-20,519687,9689,465908,7781,53779,1908,78639,6061,13745,27,,,6071,54,540862,4741340,5282202,50346
2020-12-21,529578,9891,474343,8435,55235,1456,85406,6767,13796,51,,,6136,65,550288,4790628,5340916,58714
2020-12-22,534019,4441,477100,2757,56919,1684,79754,-5652,13876,80,,,6269,133,553434,4803508,5356942,16026
2020-12-23,541240,7221,481706,4606,59534,2615,79274,-480,13970,94,,,6380,111,558671,4828154,5386825,29883
2020-12-24,546497,5257,485728,4022,60769,1235,77372,-1902,14044,74,,,6431,51,563187,4849895,5413082,26257
2020-12-25,555727,9230,492730,7002,62997,2228,79605,2233,14069,25,,,6436,5,571030,4886409,5457439,44357
2020-12-26,560892,5165,497374,4644,63518,521,77749,-1856,14071,2,,,6443,7,576184,4908413,5484597,27158
2020-12-27,564080,3188,499276,1902,64804,1286,77341,-408,14091,20,,,6512,69,578273,4917841,5496114,11517
2020-12-28,567792,3712,502070,2794,65722,918,77679,338,14156,65,,,6588,76,581337,4928121,5509458,13344
2020-12-29,572589,4797,504543,2473,68046,2324,72136,-5543,14276,120,,,6710,122,583917,4936970,5520887,11429
2020-12-30,580809,8220,509854,5311,70955,2909,72308,172,14417,141,,,6810,100,590175,4957138,5547313,26426
2020-12-31,586802,5993,514459,4605,72343,1388,70981,-1327,14531,114,,,6907,97,595700,4976015,5571715,24402
2021-01-01,595582,8780,521559,7100,74023,1680,72618,1637,14579,48,,,6955,48,603549,5004400,5607949,36234
2021-01-02,604132,8550,528509,6950,75623,1600,74073,1455,14607,28,,,6970,15,611192,5032085,5643277,35328
2021-01-03,608297,4165,531535,3026,76762,1139,74306,233,14648,41,,,7025,55,614482,5044159,5658641,15364
2021-01-04,612250,3953,534474,2939,77776,1014,74588,282,14760,112,,,7168,143,617631,5055608,5673239,14598
2021-01-05,617649,5399,537128,2654,80521,2745,71175,-3413,14835,75,,,7267,99,620389,5066078,5686467,13228
2021-01-06,625237,7588,542490,5362,82747,2226,69018,-2157,14935,100,,,7381,114,626448,5089894,5716342,29875
2021-01-07,634237,9000,549527,7037,84710,1963,71111,2093,15068,133,,,7492,111,634348,5121761,5756109,39767
2021-01-08,640606,6369,554782,5255,85824,1114,73363,2252,15178,110,,,7618,126,640205,5149497,5789702,33593
2021-01-09,646450,5844,559331,4549,87119,1295,78104,4741,15254,76,,,7704,86,646034,5175768,5821802,32100
2021-01-10,653869,7419,564674,5343,89195,2076,80887,2783,15307,53,,,7785,81,652079,5206785,5858864,37062
2021-01-11,657396,3527,567602,2928,89794,599,80621,-266,15359,52,,,7865,80,655633,5224227,5879860,20996
2021-01-12,660874,3478,569671,2069,91203,1409,73518,-7103,15510,151,,,8011,146,658200,5236613,5894813,14953
2021-01-13,665499,4625,572619,2948,92880,1677,68377,-5141,15655,145,,,8148,137,660364,5254875,5915239,20426
2021-01-14,670482,4983,576406,3787,94076,1196,65367,-3010,15753,98,,,8232,84,664501,5274954,5939455,24216
2021-01-15,676039,5557,580743,4337,95296,1220,64790,-577,15873,120,,,8311,79,669429,5302944,5972373,32918
2021-01-16,680847,4808,584387,3644,96460,1164,66896,2106,15953,80,,,8355,44,673621,5327070,6000691,28318
2021-01-17,685321,4474,587694,3307,97627,1167,66134,-762,16018,65,,,8391,36,677517,5352914,6030431,29740
2021-01-18,687751,2430,589550,1856,98201,574,64601,-1533,16061,43,,,8430,39,679646,5364901,6044547,14116
2021-01-19,689808,2057,590599,1049,99209,1008,57032,-7569,16134,73,,,8470,40,681136,5375397,6056533,11986
2021-01-20,694291,4483,593314,2715,100977,1768,52307,-4725,16233,99,,,8556,86,684191,5394293,6078484,21951
2021-01-21,697783,3492,595776,2462,102007,1030,49655,-2652,16344,111,,,8684,128,687177,5413982,6101159,22675
2021-01-22,701847,4064,598674,2898,103173,1166,46926,-2729,16422,78,,,8777,93,690503,5437802,6128305,27146
2021-01-23,705876,4029,601695,3021,104181,1008,45774,-1152,16481,59,,,8819,42,693980,5464772,6158752,30447
2021-01-24,708717,2841,603856,2161,104861,680,45523,-251,16504,23,,,8859,40,696507,5488083,6184590,25838
2021-01-25,710427,1710,605335,1479,105092,231,44426,-1097,16560,56,,,8970,111,698188,5500435,6198623,14033
2021-01-26,712406,1979,606592,1257,105814,722,40711,-3715,16707,147,,,9162,192,699105,5508047,6207152,8529
2021-01-27,715806,3400,609183,2591,106623,809,38469,-2242,16823,116,,,9316,154,701976,5531270,6233246,26094
2021-01-28,717583,1777,610541,1358,107042,419,36056,-2413,16938,115,,,9417,101,703765,5543450,6247215,13969
2021-01-29,722491,4908,613161,2620,109330,2288,35894,-162,17050,112,,,9461,44,706810,5570958,6277768,30553
2021-01-30,724742,2251,615041,1880,109701,371,34321,-1573,17092,42,,,9574,113,708919,5586102,6295021,17253
2021-01-31,727861,3119,617405,2364,110456,755,34916,595,17120,28,,,9650,76,711676,5615708,6327384,32363
2021-02-01,729187,1326,618319,914,110868,412,34272,-644,17172,52,,,9753,103,712703,5624287,6336990,9606
2021-02-02,731360,2173,619612,1293,111748,880,32497,-1775,17276,104,,,9900,147,713994,5633076,6347070,10080
2021-02-03,733216,1856,620684,1072,112532,784,29476,-3021,17362,86,,,10033,133,715334,5644464,6359798,12728
2021-02-04,736370,3154,622951,2267,113419,887,29058,-418,17469,107,,,10202,169,717799,5671947,6389746,29948
2021-02-05,739031,2661,624834,1883,114197,778,28006,-1052,17564,95,,,10405,203,719957,5697699,6417656,27910
2021-02-06,742213,3182,627141,2307,115072,875,28324,318,17642,78,,,10463,58,722672,5724638,6447310,29654
2021-02-07,744600,2387,628968,1827,115632,560,28639,315,17656,14,,,10469,6,724811,5750383,6475194,27884
2021-02-08,745826,1226,629838,870,115988,356,28162,-477,17695,39,,,10566,97,725810,5761000,6486810,11616
2021-02-09,747462,1636,630739,901,116723,735,26089,-2073,17786,91,,,10631,65,726838,5768956,6495794,8984
2021-02-10,750409,2947,632860,2121,117549,826,25611,-478,17875,89,,,10731,100,729254,5794129,6523383,27589
2021-02-11,752033,1624,633907,1047,118126,577,25085,-526,17920,45,,,10812,81,731036,5816398,6547434,24051
2021-02-12,754279,2246,635535,1628,118744,618,24637,-448,17969,49,,,10893,81,732918,5839323,6572241,24807
2021-02-13,756071,1792,636791,1256,119280,536,24192,-445,17997,28,,,10902,9,734339,5857936,6592275,20034
2021-02-14,757418,1347,637753,962,119665,385,23887,-305,18017,20,,,10933,31,735425,5871524,6606949,14674
2021-02-15,758561,1143,638550,797,120011,346,23593,-294,18027,10,,,10937,4,736314,5881967,6618281,11332
2021-02-16,759523,962,639126,576,120397,386,21659,-1934,18063,36,,,10954,17,737046,5889487,6626533,8252
2021-02-17,760303,780,639607,481,120696,299,19689,-1970,18120,57,,,10985,31,737650,5896787,6634437,7904
2021-02-18,761301,998,640214,607,121087,391,18453,-1236,18175,55,,,11057,72,738527,5906425,6644952,10515
2021-02-19,762673,1372,641115,901,121558,471,17457,-996,18235,60,,,11064,7,739517,5914969,6654486,9534
2021-02-20,764008,1335,641998,883,122010,452,16593,-864,18267,32,,,11115,51,740519,5924910,6665429,10943
2021-02-21,765137,1129,642673,675,122464,454,16369,-224,18284,17,,,11133,18,741254,5933237,6674491,9062
2021-02-22,766089,952,643282,609,122807,343,16205,-164,18311,27,,,11153,20,741941,5939459,6681400,6909
2021-02-23,767315,1226,643928,646,123387,580,15060,-1145,18363,52,,,11198,45,742855,5950790,6693645,12245
2021-02-24,768946,1631,645002,1074,123944,557,14426,-634,18430,67,,,11266,68,744017,5965383,6709400,15755
2021-02-25,770940,1994,646494,1492,124446,502,14419,-7,18506,76,,,11321,55,745675,5989429,6735104,25704
2021-02-26,772513,1573,647629,1135,124884,438,14182,-237,18553,47,,,11377,56,746929,6006830,6753759,18655
2021-02-27,773887,1374,648472,843,125415,531,13755,-427,18586,33,,,11393,16,747859,6021579,6769438,15679
2021-02-28,775004,1117,649166,694,125838,423,13730,-25,18605,19,,,11411,18,748632,6032229,6780861,11423
2021-03-01,775693,689,649664,498,126029,191,13517,-213,18620,15,,,11421,10,749192,6040778,6789970,9109
2021-03-02,776337,644,650084,420,126253,224,13125,-392,18679,59,,,11436,15,749637,6047838,6797475,7505
2021-03-03,777935,1598,651124,1040,126811,558,13510,385,18742,63,,,11459,23,750805,6066316,6817121,19646
2021-03-04,779449,1514,652083,959,127366,555,13483,-27,18779,37,,,11501,42,751634,6083248,6834882,17761
2021-03-05,780894,1445,653053,970,127841,475,13886,403,18837,58,,,11534,33,752764,6103817,6856581,21699
2021-03-06,782206,1312,653905,852,128301,460,13870,-16,18870,33,,,11543,9,753695,6119050,6872745,16164
2021-03-07,783484,1278,654636,731,128848,547,13898,28,18885,15,,,11547,4,754560,6132296,6886856,14111
2021-03-08,783904,420,654949,313,128955,107,13323,-575,18907,22,,,11556,9,754885,6136019,6890904,4048
2021-03-09,785242,1338,655788,839,129454,499,12744,-579,18955,48,,,11588,32,755827,6148001,6903828,12924
2021-03-10,786597,1355,656682,894,129915,461,12527,-217,19022,67,,,11606,18,756844,6166598,6923442,19614
2021-03-11,788109,1512,657721,1039,130388,473,12516,-11,19064,42,,,11623,17,758029,6186371,6944400,20958
2021-03-12,789652,1543,658801,1080,130851,463,12572,56,19109,45,,,11639,16,759195,6204391,6963586,19186
2021-03-13,791282,1630,659645,844,131637,786,12857,285,19133,24,,,11627,-12,760177,6218810,6978987,15401
2021-03-14,791989,707,660210,565,131779,142,12593,-264,19154,21,,,11627,0,760809,6227976,6988785,9798
2021-03-15,792795,806,660749,539,132046,267,12526,-67,19177,23,,,11638,11,761402,6235558,6996960,8175
2021-03-16,794137,1342,661487,738,132650,604,12476,-50,19230,53,,,11650,12,762225,6243602,7005827,8867
2021-03-17,795963,1826,662715,1228,133248,598,12841,365,19263,33,,,11658,8,763658,6263155,7026813,20986
2021-03-18,796624,661,663230,515,133394,146,12278,-563,19298,35,,,11681,23,764193,6270489,7034682,7869
2021-03-19,798621,1997,664635,1405,133986,592,13095,817,19338,40,,,11709,28,765781,6295066,7060847,26165
2021-03-20,800202,1581,665677,1042,134525,539,13487,392,19376,38,,,11713,4,766920,6312067,7078987,18140
2021-03-21,800913,711,666129,452,134784,259,13404,-83,19388,12,,,11713,0,767471,6319715,7087186,8199
2021-03-22,801645,732,666643,514,135002,218,13384,-20,19397,9,,,11713,0,768014,6326997,7095011,7825
2021-03-23,803104,1459,667636,993,135468,466,13537,153,19464,67,,,11747,34,769092,6337840,7106932,11921
2021-03-24,804492,1388,668541,905,135951,483,13548,11,19529,65,,,11792,45,770086,6354772,7124858,17926
2021-03-25,806011,1519,669707,1166,136304,353,13777,229,19607,78,,,11796,4,771358,6373097,7144455,19597
2021-03-26,806792,781,670431,724,136361,57,13561,-216,19668,61,,,11816,20,772454,6387526,7159980,15525
2021-03-27,807687,895,671158,727,136529,168,13236,-325,19711,43,,,11841,25,773255,6398146,7171401,11421
2021-03-28,808404,717,671798,640,136606,77,13171,-65,19725,14,,,11852,11,773971,6408826,7182797,11396
2021-03-29,809692,1288,672487,689,137205,599,13559,388,19768,43,,,11866,14,774754,6418999,7193753,10956
2021-03-30,810529,837,673094,607,137435,230,12957,-602,19847,79,,,11894,28,775347,6427351,7202698,8945
2021-03-31,811842,1313,674060,966,137782,347,12979,22,19917,70,,,11904,10,776442,6443183,7219625,16927
2021-04-01,813614,1772,675154,1094,138460,678,13484,505,19975,58,,,11915,11,777677,6462318,7239995,20370
