date_stamp,sex,cnt_confirmed,pct_confirmed,cnt_death,pct_death
2020-10-01,1,94690,47.9608,1389,55.5
2020-10-01,2,100967,51.1401,1112,44.4
2020-10-02,9,1774,0.8941,1,0.0
2020-10-02,1,95114,47.9398,1396,55.5
2020-10-02,2,101515,51.1661,1118,44.4
2020-10-03,1,95666,47.9301,1417,55.3
2020-10-03,2,102160,51.1836,1143,44.6
2020-10-03,9,1769,0.8863,0,0.0
2020-10-04,1,96394,47.9072,1426,55.3
2020-10-04,2,103031,51.2057,1151,44.6
2020-10-04,9,1785,0.8871,0,0.0
2020-10-05,9,1806,0.8866,0,0.0
2020-10-05,1,97521,47.8751,1438,55.3
2020-10-05,2,104372,51.2383,1159,44.6
2020-10-06,9,1817,0.8847,0,0.0
2020-10-06,1,98319,47.8729,1453,55.4
2020-10-06,2,105239,51.2424,1168,44.5
2020-10-07,9,1799,0.8672,0,0.0
2020-10-07,1,99410,47.9188,1472,55.7
2020-10-07,2,106246,51.214,1170,44.2
2020-10-08,1,100337,47.9057,1505,55.6
2020-10-08,2,107299,51.2297,1200,44.3
2020-10-08,9,1811,0.8647,0,0.0
2020-10-09,1,101043,47.887,1524,55.7
2020-10-09,2,108152,51.2561,1208,44.2
2020-10-09,9,1808,0.8569,0,0.0
2020-10-10,9,1821,0.8563,0,0.0
2020-10-10,1,101809,47.8765,1540,55.8
2020-10-10,2,109019,51.2671,1218,44.1
2020-10-11,9,1835,0.8546,0,0.0
2020-10-11,1,102716,47.8379,1544,55.8
2020-10-11,2,110166,51.3075,1223,44.1
2020-10-12,9,1842,0.8462,0,0.0
2020-10-12,1,104135,47.8381,1551,55.9
2020-10-12,2,111705,51.3157,1223,44.0
2020-10-13,1,104647,47.8214,1564,55.9
2020-10-13,2,112336,51.3351,1233,44.0
2020-10-13,9,1846,0.8436,0,0.0
2020-10-14,1,105413,47.7981,1578,55.7
2020-10-14,2,113288,51.3689,1250,44.2
2020-10-14,9,1837,0.833,0,0.0
2020-10-15,9,1848,0.8293,0,0.0
2020-10-15,1,106445,47.7702,1592,55.5
2020-10-15,2,114534,51.4004,1272,44.4
2020-10-16,9,1862,0.8331,0,0.0
2020-10-16,1,106752,47.7653,1597,55.6
2020-10-16,2,114879,51.4016,1274,44.3
2020-10-17,9,1878,0.8305,0,0.0
2020-10-17,1,107971,47.7454,1613,55.5
2020-10-17,2,116290,51.4241,1290,44.4
2020-10-18,1,109187,47.7333,1618,55.6
2020-10-18,2,117669,51.4413,1291,44.3
2020-10-18,9,1888,0.8254,0,0.0
2020-10-19,1,110680,47.6944,1626,55.6
2020-10-19,2,119467,51.4809,1296,44.3
2020-10-19,9,1914,0.8248,0,0.0
2020-10-20,9,1921,0.8225,0,0.0
2020-10-20,1,111361,47.678,1643,55.6
2020-10-20,2,120287,51.4996,1309,44.3
2020-10-21,9,1912,0.8106,0,0.0
2020-10-21,1,112371,47.6429,1650,55.5
2020-10-21,2,121578,51.5465,1320,44.4
2020-10-22,9,1921,0.8075,0,0.0
2020-10-22,1,113299,47.6232,1678,55.7
2020-10-22,2,122687,51.5693,1333,44.2
2020-10-23,1,114951,47.5962,1713,55.6
2020-10-23,2,124620,51.5997,1363,44.3
2020-10-23,9,1942,0.8041,0,0.0
2020-10-24,1,116114,47.5707,1723,55.5
2020-10-24,2,126011,51.6254,1377,44.4
2020-10-24,9,1962,0.8038,0,0.0
2020-10-25,9,1981,0.8001,0,0.0
2020-10-25,1,117686,47.5332,1738,55.5
2020-10-25,2,127920,51.6667,1393,44.4
2020-10-26,9,1987,0.7952,0,0.0
2020-10-26,1,118752,47.5263,1757,55.5
2020-10-26,2,129127,51.6785,1406,44.4
2020-10-27,9,1996,0.7928,0,0.0
2020-10-27,1,119560,47.487,1785,55.6
2020-10-27,2,130218,51.7202,1422,44.3
2020-10-28,1,120694,47.4762,1807,55.7
2020-10-28,2,131548,51.7457,1434,44.2
2020-10-28,9,1978,0.7781,0,0.0
2020-10-29,1,121925,47.4638,1819,55.7
2020-10-29,2,132959,51.7592,1443,44.2
2020-10-29,9,1996,0.777,1,0.0
2020-10-30,9,2042,0.7869,1,0.0
2020-10-30,1,123097,47.4384,1866,55.8
2020-10-30,2,134349,51.7746,1474,44.1
2020-10-31,9,2050,0.7864,1,0.0
2020-10-31,1,123646,47.4336,1872,55.8
2020-10-31,2,134976,51.78,1480,44.1
2020-11-01,9,2058,0.7872,1,0.0
2020-11-01,1,123990,47.4283,1872,55.8
2020-11-01,2,135378,51.7844,1480,44.1
2020-11-02,1,125353,47.3769,1885,55.7
2020-11-02,2,137152,51.8363,1493,44.1
2020-11-02,9,2082,0.7869,1,0.0
2020-11-03,1,126168,47.368,1923,55.6
2020-11-03,2,138093,51.8451,1530,44.2
2020-11-03,9,2096,0.7869,1,0.0
2020-11-04,9,2089,0.7743,1,0.0
2020-11-04,1,127757,47.3521,1936,55.6
2020-11-04,2,139956,51.8736,1541,44.3
2020-11-05,9,2099,0.7723,2,0.0
2020-11-05,1,128621,47.327,1946,55.4
2020-11-05,2,141051,51.9007,1561,44.4
2020-11-06,9,2121,0.7765,2,0.0
2020-11-06,1,129216,47.3069,1962,55.4
2020-11-06,2,141807,51.9166,1577,44.5
2020-11-07,1,131451,47.248,1989,55.4
2020-11-07,2,144600,51.9742,1599,44.5
2020-11-07,9,2164,0.7778,2,0.0
2020-11-08,1,133081,47.2168,1991,55.3
2020-11-08,2,146588,52.009,1602,44.5
2020-11-08,9,2182,0.7742,2,0.0
2020-11-09,9,2223,0.7725,2,0.0
2020-11-09,1,135727,47.1651,2002,55.4
2020-11-09,2,149820,52.0624,1606,44.4
2020-11-10,9,2239,0.7727,2,0.0
2020-11-10,1,136610,47.1477,2037,55.4
2020-11-10,2,150900,52.0796,1633,44.4
2020-11-11,9,2247,0.7659,2,0.0
2020-11-11,1,138231,47.1165,2077,55.2
2020-11-11,2,152903,52.1176,1682,44.7
2020-11-12,1,139782,47.1083,2094,55.2
2020-11-12,2,154662,52.123,1692,44.6
2020-11-12,9,2281,0.7687,2,0.0
2020-11-13,1,141491,47.0918,2125,55.1
2020-11-13,2,156641,52.1341,1725,44.7
2020-11-13,9,2326,0.7742,2,0.0
2020-11-14,9,2365,0.7751,2,0.0
2020-11-14,1,143595,47.0618,2137,55.1
2020-11-14,2,159160,52.1631,1738,44.8
2020-11-15,9,2412,0.7757,2,0.0
2020-11-15,1,146236,47.0307,2147,55.1
2020-11-15,2,162289,52.1935,1744,44.7
2020-11-16,9,2492,0.7815,2,0.0
2020-11-16,1,149854,46.9927,2165,55.1
2020-11-16,2,166542,52.2259,1756,44.7
2020-11-17,1,150674,46.9786,2199,55.0
2020-11-17,2,167542,52.2379,1794,44.9
2020-11-17,9,2513,0.7835,2,0.0
2020-11-18,1,152742,46.9685,2223,54.9
2020-11-18,2,170026,52.2834,1822,45.0
2020-11-18,9,2433,0.7482,3,0.0
2020-11-19,9,2440,0.7437,3,0.0
2020-11-19,1,154026,46.9466,2264,54.8
2020-11-19,2,171622,52.3097,1861,45.0
2020-11-20,9,2462,0.7426,2,0.0
2020-11-20,1,155542,46.9161,2311,54.9
2020-11-20,2,173528,52.3413,1889,44.9
2020-11-21,9,2515,0.7488,2,0.0
2020-11-21,1,157493,46.8887,2317,55.0
2020-11-21,2,175879,52.3626,1892,44.9
2020-11-22,1,159587,46.8717,2347,55.0
2020-11-22,2,178325,52.3752,1917,44.9
2020-11-22,9,2564,0.7531,2,0.0
2020-11-23,1,161522,46.8791,2363,54.9
2020-11-23,2,180435,52.3683,1936,45.0
2020-11-23,9,2593,0.7526,2,0.0
2020-11-24,9,2614,0.7558,2,0.0
2020-11-24,1,162067,46.8599,2397,54.8
2020-11-24,2,181173,52.3842,1975,45.1
2020-11-25,9,2592,0.7449,2,0.0
2020-11-25,1,163032,46.852,2442,54.6
2020-11-25,2,182348,52.4031,2022,45.2
2020-11-26,9,2659,0.7546,2,0.0
2020-11-26,1,164991,46.8224,2472,54.7
2020-11-26,2,184726,52.423,2045,45.2
2020-11-27,1,167046,46.8288,2475,54.6
2020-11-27,2,186977,52.4162,2049,45.2
2020-11-27,9,2693,0.7549,2,0.0
2020-11-28,1,170103,46.8003,2487,54.7
2020-11-28,2,190634,52.4489,2052,45.1
2020-11-28,9,2729,0.7508,2,0.0
2020-11-29,9,2754,0.7514,2,0.0
2020-11-29,1,171447,46.7772,2498,54.8
2020-11-29,2,192317,52.4714,2054,45.1
2020-11-30,9,2810,0.7503,2,0.0
2020-11-30,1,175138,46.7667,2521,54.7
2020-11-30,2,196545,52.483,2079,45.1
2020-12-01,9,2877,0.7567,3,0.0
2020-12-01,1,177692,46.7382,2543,54.8
2020-12-01,2,199617,52.5051,2092,45.1
2020-12-02,1,179612,46.7393,2571,54.8
2020-12-02,2,201767,52.5045,2114,45.0
2020-12-02,9,2906,0.7562,3,0.0
2020-12-03,1,181429,46.7297,2617,54.7
2020-12-03,2,203865,52.5084,2161,45.1
2020-12-03,9,2958,0.7619,3,0.0
2020-12-04,9,3058,0.7789,2,0.0
2020-12-04,1,183376,46.7071,2660,54.5
2020-12-04,2,206174,52.514,2214,45.4
2020-12-05,9,3091,0.7776,2,0.0
2020-12-05,1,185531,46.6719,2675,54.5
2020-12-05,2,208900,52.5506,2228,45.4
2020-12-06,9,3141,0.7841,2,0.0
2020-12-06,1,186869,46.648,2691,54.4
2020-12-06,2,210584,52.5679,2250,45.5
2020-12-07,1,190569,46.6247,2727,54.4
2020-12-07,2,214925,52.5836,2280,45.5
2020-12-07,9,3236,0.7917,2,0.0
2020-12-08,1,193169,46.5749,2778,54.3
2020-12-08,2,218295,52.633,2328,45.5
2020-12-08,9,3285,0.792,3,0.0
2020-12-09,9,3348,0.7916,2,0.0
2020-12-09,1,196875,46.5467,2813,54.3
2020-12-09,2,222739,52.6617,2356,45.5
2020-12-10,9,3411,0.7952,2,0.0
2020-12-10,1,199552,46.5185,2852,54.4
2020-12-10,2,226010,52.6863,2386,45.5
2020-12-11,9,3505,0.8034,2,0.0
2020-12-11,1,202758,46.4762,2893,54.3
2020-12-11,2,229999,52.7204,2432,45.6
2020-12-12,1,205796,46.46,2933,54.3
2020-12-12,2,233621,52.7417,2464,45.6
2020-12-12,9,3536,0.7983,3,0.0
2020-12-13,1,211023,46.4496,2968,54.3
2020-12-13,2,239641,52.7489,2491,45.6
2020-12-13,9,3641,0.8014,3,0.0
2020-12-14,9,3729,0.8026,3,0.0
2020-12-14,1,215723,46.4296,3001,54.1
2020-12-14,2,245172,52.7678,2537,45.7
2020-12-15,1,219608,46.441,3045,54.2
2020-12-15,2,249457,52.7533,2567,45.7
2020-12-15,9,3810,0.8057,3,0.0
2020-12-16,9,3895,0.8043,3,0.0
2020-12-16,1,224723,46.403,3071,54.1
2020-12-16,2,255667,52.7927,2594,45.7
2020-12-17,1,228925,46.4134,3163,54.1
2020-12-17,2,260354,52.7855,2679,45.8
2020-12-17,9,3951,0.801,3,0.0
2020-12-18,1,233727,46.4065,3225,54.1
2020-12-18,2,265876,52.7897,2732,45.8
2020-12-18,9,4048,0.8037,3,0.0
2020-12-19,9,4164,0.8165,3,0.0
2020-12-19,1,236584,46.3892,3251,54.0
2020-12-19,2,269250,52.7943,2763,45.9
2020-12-20,9,4236,0.8151,4,0.0
2020-12-20,1,241077,46.3889,3273,53.9
2020-12-20,2,274374,52.796,2794,46.0
2020-12-21,9,4324,0.8165,5,0.0
2020-12-21,1,245620,46.3803,3317,54.0
2020-12-21,2,279634,52.8032,2814,45.8
2020-12-22,1,247578,46.3613,3382,53.9
2020-12-22,2,282096,52.8251,2882,45.9
2020-12-22,9,4345,0.8136,5,0.0
2020-12-23,1,250877,46.3523,3440,53.9
2020-12-23,2,285985,52.8389,2936,46.0
2020-12-23,9,4378,0.8089,4,0.0
2020-12-24,9,4453,0.8148,4,0.0
2020-12-24,1,253229,46.3368,3467,53.9
2020-12-24,2,288815,52.8484,2960,46.0
2020-12-25,9,4531,0.8153,4,0.0
2020-12-25,1,257347,46.3082,3473,53.9
2020-12-25,2,293849,52.8765,2959,45.9
2020-12-26,9,4577,0.816,4,0.0
2020-12-26,1,259713,46.3036,3475,53.9
2020-12-26,2,296602,52.8804,2964,46.0
2020-12-27,1,261150,46.2966,3508,53.8
2020-12-27,2,298332,52.8882,3000,46.0
2020-12-27,9,4598,0.8151,4,0.0
2020-12-28,1,262840,46.2916,3543,53.7
2020-12-28,2,300342,52.8965,3040,46.1
2020-12-28,9,4610,0.8119,5,0.0
2020-12-29,9,4623,0.8074,5,0.0
2020-12-29,1,264917,46.2665,3618,53.9
2020-12-29,2,303049,52.9261,3087,46.0
2020-12-30,9,4688,0.8072,5,0.0
2020-12-30,1,268587,46.2436,3674,53.9
2020-12-30,2,307534,52.9492,3131,45.9
2020-12-31,9,4773,0.8134,5,0.0
2020-12-31,1,271186,46.2142,3724,53.9
2020-12-31,2,310843,52.9724,3178,46.0
2021-01-01,1,275109,46.1916,3742,53.8
2021-01-01,2,315585,52.9877,3207,46.1
2021-01-01,9,4888,0.8207,6,0.0
2021-01-02,1,278881,46.1623,3748,53.7
2021-01-02,2,320264,53.0123,3216,46.1
2021-01-02,9,4987,0.8255,6,0.0
2021-01-03,9,5009,0.8234,6,0.0
2021-01-03,1,280703,46.1457,3779,53.7
2021-01-03,2,322585,53.0308,3240,46.1
2021-01-04,9,5027,0.8211,6,0.0
2021-01-04,1,282500,46.1413,3859,53.8
2021-01-04,2,324723,53.0376,3303,46.0
2021-01-05,9,5104,0.8264,5,0.0
2021-01-05,1,285002,46.143,3910,53.8
2021-01-05,2,327543,53.0306,3352,46.1
2021-01-06,1,288420,46.1297,3971,53.8
2021-01-06,2,331657,53.045,3405,46.1
2021-01-06,9,5160,0.8253,5,0.0
2021-01-07,1,292488,46.1165,4033,53.8
2021-01-07,2,336526,53.06,3454,46.1
2021-01-07,9,5223,0.8235,5,0.0
2021-01-08,9,5269,0.8225,5,0.0
2021-01-08,1,295375,46.1087,4102,53.8
2021-01-08,2,339962,53.0688,3511,46.0
2021-01-09,9,5327,0.824,5,0.0
2021-01-09,1,298017,46.1005,4157,53.9
2021-01-09,2,343106,53.0754,3542,45.9
2021-01-10,9,5387,0.8239,6,0.0
2021-01-10,1,301424,46.0985,4198,53.9
2021-01-10,2,347058,53.0776,3581,45.9
2021-01-11,1,302990,46.0894,4239,53.8
2021-01-11,2,348977,53.0847,3620,46.0
2021-01-11,9,5429,0.8258,6,0.0
2021-01-12,1,304518,46.0781,4324,53.9
2021-01-12,2,350900,53.0964,3680,45.9
2021-01-12,9,5456,0.8256,7,0.0
2021-01-13,9,5123,0.7698,6,0.0
2021-01-13,1,306795,46.1,4402,54.0
2021-01-13,2,353581,53.1302,3740,45.9
2021-01-14,9,5175,0.7718,6,0.0
2021-01-14,1,309062,46.0955,4448,54.0
2021-01-14,2,356245,53.1327,3778,45.8
2021-01-15,9,5221,0.7723,6,0.0
2021-01-15,1,311621,46.0951,4495,54.0
2021-01-15,2,359197,53.1326,3810,45.8
2021-01-16,1,313879,46.1013,4514,54.0
2021-01-16,2,361683,53.1225,3835,45.9
2021-01-16,9,5285,0.7762,6,0.0
2021-01-17,1,315984,46.1074,4531,53.9
2021-01-17,2,364006,53.1147,3854,45.9
2021-01-17,9,5331,0.7779,6,0.0
2021-01-18,9,5325,0.7743,6,0.0
2021-01-18,1,317193,46.1203,4553,54.0
2021-01-18,2,365233,53.1054,3871,45.9
2021-01-19,9,5393,0.7818,6,0.0
2021-01-19,1,318117,46.1167,4576,54.0
2021-01-19,2,366298,53.1014,3888,45.9
2021-01-20,9,5435,0.7828,7,0.0
2021-01-20,1,320272,46.1294,4625,54.0
2021-01-20,2,368584,53.0878,3924,45.8
2021-01-21,1,321849,46.1245,4692,54.0
2021-01-21,2,370466,53.0919,3983,45.8
2021-01-21,9,5468,0.7836,9,0.1
2021-01-22,1,323791,46.1341,4748,54.0
2021-01-22,2,372584,53.0862,4020,45.8
2021-01-22,9,5472,0.7797,9,0.1
2021-01-23,9,5523,0.7824,9,0.1
2021-01-23,1,325637,46.1323,4768,54.0
2021-01-23,2,374716,53.0852,4042,45.8
2021-01-24,1,326948,46.1324,4788,54.0
2021-01-24,2,376221,53.0848,4062,45.8
2021-01-24,9,5548,0.7828,9,0.1
2021-01-25,9,5557,0.7822,10,0.1
2021-01-25,1,327747,46.1338,4848,54.0
2021-01-25,2,377123,53.084,4112,45.8
2021-01-26,1,328616,46.1276,4947,53.9
2021-01-26,2,378217,53.0901,4205,45.8
2021-01-26,9,5573,0.7823,10,0.1
2021-01-27,1,330249,46.1367,5015,53.8
2021-01-27,2,379966,53.0823,4289,46.0
2021-01-27,9,5591,0.7811,12,0.1
2021-01-28,9,5543,0.7725,14,0.1
2021-01-28,1,331078,46.1379,5068,53.8
2021-01-28,2,380962,53.0896,4335,46.0
2021-01-29,9,5563,0.77,14,0.1
2021-01-29,1,333437,46.151,5092,53.8
2021-01-29,2,383491,53.079,4355,46.0
2021-01-30,9,5578,0.7697,14,0.1
2021-01-30,1,334541,46.16,5137,53.6
2021-01-30,2,384623,53.0703,4423,46.1
2021-01-31,1,335959,46.157,5175,53.6
2021-01-31,2,386289,53.0718,4461,46.2
2021-01-31,9,5613,0.7712,14,0.1
2021-02-01,1,336526,46.1509,5238,53.7
2021-02-01,2,387033,53.0773,4501,46.1
2021-02-01,9,5628,0.7718,14,0.1
2021-02-02,9,5646,0.772,1,0.0
2021-02-02,1,337542,46.1526,5323,53.7
2021-02-02,2,388172,53.0754,4576,46.2
2021-02-03,9,5513,0.7519,1,996.7
2021-02-03,1,338495,46.1658,5395,53.7
2021-02-03,2,389208,53.0823,4637,46.2
2021-02-04,9,5533,0.7514,1,980.1
2021-02-04,1,339978,46.1695,5480,53.7
2021-02-04,2,390859,53.0792,4721,46.2
2021-02-05,1,341249,46.1752,5584,53.6
2021-02-05,2,392231,53.0737,4820,46.3
2021-02-05,9,5551,0.7511,1,961.0
2021-02-06,1,342716,46.1749,5618,53.6
2021-02-06,2,393902,53.0713,4842,46.2
2021-02-06,9,5595,0.7538,3,0.0
2021-02-07,9,5626,0.7556,3,0.0
2021-02-07,1,343884,46.1837,5625,53.7
2021-02-07,2,395090,53.0607,4841,46.2
2021-02-08,9,5629,0.7547,3,0.0
2021-02-08,1,344466,46.1858,5682,53.7
2021-02-08,2,395731,53.0594,4881,46.1
2021-02-09,9,5648,0.7556,3,0.0
2021-02-09,1,345232,46.1872,5724,53.8
2021-02-09,2,396582,53.0571,4904,46.1
2021-02-10,1,346651,46.1949,5773,53.7
2021-02-10,2,398133,53.0555,4956,46.1
2021-02-10,9,5625,0.7496,2,0.0
2021-02-11,1,347391,46.1936,5825,53.8
2021-02-11,2,399010,53.0575,4984,46.0
2021-02-11,9,5632,0.7489,3,0.0
2021-02-12,9,5661,0.7505,4,0.0
2021-02-12,1,348431,46.1939,5860,53.7
2021-02-12,2,400187,53.0556,5029,46.1
2021-02-13,1,349254,46.1933,5869,53.8
2021-02-13,2,401151,53.0573,5029,46.1
2021-02-13,9,5666,0.7494,4,0.0
2021-02-14,9,5676,0.7494,4,0.0
2021-02-14,1,349886,46.1946,5883,53.8
2021-02-14,2,401856,53.056,5046,46.1
2021-02-15,1,350457,46.2002,5885,53.8
2021-02-15,2,402422,53.0507,5048,46.1
2021-02-15,9,5682,0.749,4,0.0
2021-02-16,1,350928,46.2037,5889,53.7
2021-02-16,2,402905,53.0471,5061,46.2
2021-02-16,9,5690,0.7492,4,0.0
2021-02-17,9,5689,0.7483,4,0.0
2021-02-17,1,351325,46.2086,5910,53.8
2021-02-17,2,403289,53.0432,5071,46.1
2021-02-18,9,5702,0.749,4,0.0
2021-02-18,1,351797,46.21,5957,53.8
2021-02-18,2,403802,53.041,5096,46.0
2021-02-19,9,5728,0.751,4,0.0
2021-02-19,1,352436,46.2106,5960,53.8
2021-02-19,2,404509,53.0383,5100,46.0
2021-02-20,1,353103,46.2172,5991,53.9
2021-02-20,2,405164,53.0314,5120,46.0
2021-02-20,9,5741,0.7514,4,0.0
2021-02-21,1,353645,46.2198,5999,53.8
2021-02-21,2,405746,53.0292,5130,46.0
2021-02-21,9,5746,0.751,4,0.0
2021-02-22,9,5745,0.7499,4,0.0
2021-02-22,1,354105,46.2224,6015,53.9
2021-02-22,2,406239,53.0277,5134,46.0
2021-02-23,1,354690,46.2248,6045,53.9
2021-02-23,2,406873,53.0256,5149,45.9
2021-02-23,9,5752,0.7496,4,0.0
2021-02-24,9,5765,0.7497,4,0.0
2021-02-24,1,355425,46.2224,6082,53.9
2021-02-24,2,407756,53.0279,5180,45.9
2021-02-25,1,356393,46.2284,6110,53.9
2021-02-25,2,408742,53.0187,5207,45.9
2021-02-25,9,5805,0.753,4,0.0
2021-02-26,1,357129,46.2295,6132,53.8
2021-02-26,2,409561,53.0167,5241,46.0
2021-02-26,9,5823,0.7538,4,0.0
2021-02-27,9,5893,0.7615,4,0.0
2021-02-27,1,357733,46.2255,6137,53.8
2021-02-27,2,410261,53.013,5252,46.0
2021-02-28,1,358278,46.2292,6145,53.8
2021-02-28,2,410817,53.0084,5262,46.1
2021-02-28,9,5909,0.7624,4,0.0
2021-03-01,9,5906,0.7614,4,0.0
2021-03-01,1,358631,46.2336,6149,53.8
2021-03-01,2,411156,53.005,5268,46.1
2021-03-02,1,358940,46.2351,6156,53.8
2021-03-02,2,411480,53.0028,5276,46.1
2021-03-02,9,5917,0.7622,4,0.0
2021-03-03,9,5719,0.7352,3,0.0
2021-03-03,1,359789,46.2492,6169,53.8
2021-03-03,2,412427,53.0156,5287,46.1
2021-03-04,2,413194,53.011,5308,46.1525
2021-03-04,1,360507,46.2515,6190,53.8214
2021-03-04,9,5748,0.7374,3,0.0261
