date_stamp,ethnicity,cnt_confirmed,pct_confirmed,cnt_death,pct_death
2020-10-06,0,136836,66.6274,2459,93.8
2020-10-07,1,25735,12.4051,150,5.6
2020-10-07,9,42041,20.2651,11,0.4
2020-10-07,0,139679,67.3298,2481,93.9
2020-10-08,9,42943,20.503,15,0.5
2020-10-08,1,25791,12.3139,151,5.5
2020-10-08,0,140713,67.1831,2539,93.8
2020-10-09,9,43060,20.4073,17,0.6
2020-10-09,1,25920,12.2842,152,5.5
2020-10-09,0,142023,67.3085,2563,93.8
2020-10-10,9,43572,20.4901,18,0.6
2020-10-10,1,25988,12.2211,152,5.5
2020-10-10,0,143089,67.2888,2588,93.8
2020-10-11,9,44784,20.8572,21,0.7
2020-10-11,1,26047,12.1309,152,5.4
2020-10-11,0,143886,67.0119,2594,93.7
2020-10-12,1,26101,11.9904,153,5.5
2020-10-12,9,46750,21.4763,22,0.7
2020-10-12,0,144831,66.5333,2599,93.6
2020-10-13,9,46851,21.4099,26,0.9
2020-10-13,1,26161,11.955,153,5.4
2020-10-13,0,145817,66.6351,2618,93.6
2020-10-14,9,45644,20.6967,27,0.9
2020-10-14,1,26285,11.9186,153,5.4
2020-10-14,0,148609,67.3848,2648,93.6
2020-10-15,9,46109,20.6927,26,0.9
2020-10-15,1,26387,11.8419,153,5.3
2020-10-15,0,150331,67.4653,2685,93.7
2020-10-16,9,46044,20.602,27,0.9
2020-10-16,1,26442,11.8312,153,5.3
2020-10-16,0,151007,67.5668,2691,93.7
2020-10-17,1,26540,11.7361,153,5.2
2020-10-17,9,47238,20.8889,31,1.0
2020-10-17,0,152361,67.3749,2719,93.6
2020-10-18,9,48764,21.3182,33,1.1
2020-10-18,1,26623,11.6388,153,5.2
2020-10-18,0,153357,67.0431,2723,93.6
2020-10-19,9,50740,21.8649,35,1.1
2020-10-19,1,26713,11.5112,153,5.2
2020-10-19,0,154608,66.6239,2734,93.5
2020-10-20,9,51040,21.8522,46,1.5
2020-10-20,1,26778,11.4647,153,5.1
2020-10-20,0,155751,66.6831,2753,93.2
2020-10-21,9,50182,21.2761,47,1.5
2020-10-21,1,26891,11.4012,153,5.1
2020-10-21,0,158788,67.3227,2770,93.2
2020-10-22,0,160825,67.5999,2810,93.3
2020-10-22,9,50073,21.0473,47,1.5
2020-10-22,1,27009,11.3528,154,5.1
2020-10-23,9,51945,21.5082,52,1.6
2020-10-23,1,27132,11.2342,154,5.0
2020-10-23,0,162436,67.2577,2870,93.3
2020-10-24,9,52963,21.6984,54,1.7
2020-10-24,1,27236,11.1583,154,4.9
2020-10-24,0,163888,67.1433,2892,93.2
2020-10-25,9,55060,22.2386,57,1.8
2020-10-25,1,27354,11.0482,154,4.9
2020-10-25,0,165173,66.7131,2920,93.2
2020-10-26,9,56401,22.5725,69,2.1
2020-10-26,1,27415,10.9719,155,4.9
2020-10-26,0,166050,66.4556,2939,92.9
2020-10-27,1,27486,10.9169,157,4.8
2020-10-27,9,56814,22.5655,74,2.3
2020-10-27,0,167474,66.5176,2976,92.7
2020-10-28,9,55809,21.953,69,2.1
2020-10-28,1,27643,10.8737,160,4.9
2020-10-28,0,170768,67.1733,3012,92.9
2020-10-29,9,56557,22.0169,74,2.2
2020-10-29,1,27755,10.8047,160,4.9
2020-10-29,0,172568,67.1784,3029,92.8
2020-10-30,9,57665,22.2226,76,2.2
2020-10-30,1,27855,10.7346,164,4.9
2020-10-30,0,173968,67.0428,3101,92.8
2020-10-31,9,57700,22.1351,78,2.3
2020-10-31,1,27922,10.7115,165,4.9
2020-10-31,0,175050,67.1534,3110,92.7
2020-11-01,0,175218,67.0239,3110,92.7
2020-11-01,9,58264,22.287,78,2.3
2020-11-01,1,27944,10.6891,165,4.9
2020-11-02,9,60187,22.7475,86,2.5
2020-11-02,1,28018,10.5893,166,4.9
2020-11-02,0,176382,66.6631,3127,92.5
2020-11-03,9,60420,22.6838,91,2.6
2020-11-03,1,28127,10.5599,166,4.8
2020-11-03,0,177810,66.7563,3197,92.5
2020-11-04,9,60190,22.309,87,2.5
2020-11-04,1,28295,10.4873,167,4.8
2020-11-04,0,181317,67.2037,3224,92.6
2020-11-05,9,59703,21.9681,91,2.5
2020-11-05,1,28397,10.4489,168,4.7
2020-11-05,0,183671,67.583,3250,92.6
2020-11-06,0,184675,67.6109,3278,92.5
2020-11-06,9,59998,21.9657,95,2.6
2020-11-06,1,28471,10.4234,168,4.7
2020-11-07,9,62930,22.6192,108,3.0
2020-11-07,1,28610,10.2834,169,4.7
2020-11-07,0,186675,67.0974,3313,92.2
2020-11-08,9,65032,23.0732,110,3.0
2020-11-08,1,28705,10.1845,170,4.7
2020-11-08,0,188114,66.7424,3315,92.2
2020-11-09,0,190491,66.1956,3325,92.1
2020-11-09,9,68378,23.7613,115,3.1
2020-11-09,1,28901,10.0431,170,4.7
2020-11-10,9,69056,23.833,126,3.4
2020-11-10,1,29014,10.0135,170,4.6
2020-11-10,0,191679,66.1535,3376,91.9
2020-11-11,9,69188,23.583,137,3.6
2020-11-11,1,29184,9.9475,170,4.5
2020-11-11,0,195009,66.4695,3454,91.8
2020-11-12,0,198790,66.9947,3489,92.1
2020-11-12,9,68605,23.1207,129,3.4
2020-11-12,1,29330,9.8846,170,4.4
2020-11-13,9,70459,23.4505,133,3.4
2020-11-13,0,200520,66.7381,3549,92.1
2020-11-13,1,29479,9.8114,170,4.4
2020-11-14,1,29632,9.7116,170,4.3
2020-11-14,9,73164,23.9788,140,3.6
2020-11-14,0,202324,66.3096,3567,92.0
2020-11-15,1,29772,9.5749,170,4.3
2020-11-15,9,77083,24.7906,140,3.5
2020-11-15,0,204082,65.6345,3583,92.0
2020-11-16,9,81938,25.6949,146,3.7
2020-11-16,1,30052,9.424,171,4.3
2020-11-16,0,206898,64.8811,3606,91.9
2020-11-17,0,207927,64.8295,3672,91.9
2020-11-17,9,82691,25.7822,152,3.8
2020-11-17,1,30111,9.3883,171,4.2
2020-11-18,9,84858,26.094,162,4.0
2020-11-18,1,30270,9.3081,171,4.2
2020-11-18,0,210073,64.5979,3715,91.7
2020-11-19,9,85944,26.1954,172,4.1
2020-11-19,1,30362,9.2542,172,4.1
2020-11-19,0,211782,64.5504,3784,91.6
2020-11-20,9,87461,26.3809,176,4.1
2020-11-20,1,30530,9.2088,173,4.1
2020-11-20,0,213541,64.4104,3853,91.6
2020-11-21,9,89637,26.6867,178,4.2
2020-11-21,1,30718,9.1453,173,4.1
2020-11-21,0,215532,64.168,3860,91.6
2020-11-22,0,217363,63.8409,3913,91.7
2020-11-22,9,92246,27.0932,180,4.2
2020-11-22,1,30867,9.0658,173,4.0
2020-11-23,9,94390,27.3952,188,4.3
2020-11-23,1,31030,9.0059,174,4.0
2020-11-23,0,219130,63.5989,3939,91.5
2020-11-24,9,94257,27.2534,199,4.5
2020-11-24,1,31116,8.9969,174,3.9
2020-11-24,0,220481,63.7497,4001,91.4
2020-11-25,9,95128,27.3378,218,4.8
2020-11-25,1,31167,8.9568,177,3.9
2020-11-25,0,221677,63.7054,4071,91.1
2020-11-26,9,97403,27.6418,226,5.0
2020-11-26,1,31331,8.8914,178,3.9
2020-11-26,0,223642,63.4669,4115,91.0
2020-11-27,9,100302,28.1182,230,5.0
2020-11-27,1,31467,8.8213,178,3.9
2020-11-27,0,224947,63.0605,4118,90.9
2020-11-28,9,103593,28.5014,236,5.1
2020-11-28,1,31690,8.7188,179,3.9
2020-11-28,0,228183,62.7797,4126,90.8
2020-11-29,9,105007,28.6499,244,5.3
2020-11-29,1,31824,8.6828,179,3.9
2020-11-29,0,229687,62.6673,4131,90.7
2020-11-30,1,32127,8.5788,180,3.9
2020-11-30,9,109727,29.3001,261,5.6
2020-11-30,0,232639,62.1211,4161,90.4
2020-12-01,9,112791,29.6673,273,5.8
2020-12-01,1,32314,8.4995,180,3.8
2020-12-01,0,235081,61.8332,4185,90.2
2020-12-02,9,114553,29.8094,276,5.8
2020-12-02,1,32478,8.4515,180,3.8
2020-12-02,0,237254,61.7391,4232,90.2
2020-12-03,9,114542,29.502,282,5.8
2020-12-03,1,32658,8.4115,181,3.7
2020-12-03,0,241052,62.0865,4318,90.3
2020-12-04,9,116164,29.5878,299,6.1
2020-12-04,1,32827,8.3613,182,3.7
2020-12-04,0,243617,62.051,4395,90.1
2020-12-05,9,118028,29.6909,305,6.2
2020-12-05,1,32962,8.2919,183,3.7
2020-12-05,0,246532,62.0172,4417,90.0
2020-12-06,9,118585,29.6023,312,6.3
2020-12-06,1,33101,8.263,183,3.7
2020-12-06,0,248908,62.1347,4448,89.9
2020-12-07,9,121877,29.8185,310,6.1
2020-12-07,1,33444,8.1824,183,3.6
2020-12-07,0,253409,61.9991,4516,90.1
2020-12-08,1,33690,8.123,184,3.6
2020-12-08,9,124146,29.9328,337,6.5
2020-12-08,0,256913,61.9442,4588,89.8
2020-12-09,9,128107,30.2881,344,6.6
2020-12-09,1,33976,8.0329,184,3.5
2020-12-09,0,260879,61.6791,4643,89.7
2020-12-10,9,129857,30.2716,365,6.9
2020-12-10,1,34245,7.983,186,3.5
2020-12-10,0,264871,61.7454,4689,89.4
2020-12-11,9,133674,30.6408,386,7.2
2020-12-11,1,34523,7.9134,187,3.5
2020-12-11,0,268065,61.4459,4754,89.2
2020-12-12,9,137509,31.0437,408,7.5
2020-12-12,1,34719,7.8381,188,3.4
2020-12-12,0,270725,61.1182,4804,88.9
2020-12-13,0,274867,60.5027,4855,88.8
2020-12-13,9,144313,31.7657,416,7.6
2020-12-13,1,35125,7.7316,191,3.4
2020-12-14,9,150080,32.3014,431,7.7
2020-12-14,1,35491,7.6386,192,3.4
2020-12-14,0,279053,60.06,4918,88.7
2020-12-15,9,154641,32.7023,450,8.0
2020-12-15,1,35798,7.5703,195,3.4
2020-12-15,0,282436,59.7274,4970,88.5
2020-12-16,9,161766,33.4031,469,8.2
2020-12-16,1,36125,7.4595,196,3.4
2020-12-16,0,286394,59.1375,5003,88.2
2020-12-17,9,166467,33.7504,508,8.6
2020-12-17,1,36426,7.3852,199,3.4
2020-12-17,0,290337,58.8644,5138,87.9
2020-12-18,0,294242,58.4218,5213,87.4
2020-12-18,9,172636,34.2769,547,9.1
2020-12-18,1,36773,7.3013,200,3.3
2020-12-19,9,175791,34.469,564,9.3
2020-12-19,1,37040,7.2628,200,3.3
2020-12-19,0,297167,58.2683,5253,87.3
2020-12-20,9,181004,34.8294,585,9.6
2020-12-20,1,37334,7.1839,201,3.3
2020-12-20,0,301349,57.9866,5285,87.0
2020-12-21,0,305342,57.6576,5319,86.6
2020-12-21,9,186575,35.2309,610,9.9
2020-12-21,1,37661,7.1115,207,3.3
2020-12-22,9,187768,35.1613,654,10.4
2020-12-22,1,37833,7.0846,208,3.3
2020-12-22,0,308418,57.7541,5407,86.2
2020-12-23,9,189736,35.0558,658,10.3
2020-12-23,1,38087,7.037,209,3.2
2020-12-23,0,313417,57.9072,5513,86.4
2020-12-24,1,38280,7.0046,211,3.2
2020-12-24,9,190163,34.7967,630,9.7
2020-12-24,0,318054,58.1987,5590,86.9
2020-12-25,9,192081,34.5639,591,9.1
2020-12-25,1,38635,6.9522,211,3.2
2020-12-25,0,325011,58.4839,5634,87.5
2020-12-26,9,194704,34.7133,584,9.0
2020-12-26,1,38727,6.9045,211,3.2
2020-12-26,0,327461,58.3822,5648,87.6
2020-12-27,9,194919,34.5552,597,9.1
2020-12-27,1,38805,6.8793,212,3.2
2020-12-27,0,330356,58.5655,5703,87.5
2020-12-28,9,195250,34.3876,613,9.3
2020-12-28,1,38924,6.8553,214,3.2
2020-12-28,0,333618,58.7571,5761,87.4
2020-12-29,1,39102,6.829,215,3.2
2020-12-29,9,194669,33.998,618,9.2
2020-12-29,0,338818,59.173,5877,87.5
2020-12-30,9,193785,33.3647,606,8.8
2020-12-30,1,39547,6.809,217,3.1
2020-12-30,0,347477,59.8264,5987,87.9
2020-12-31,9,194540,33.1526,617,8.9
2020-12-31,1,39830,6.7876,220,3.1
2020-12-31,0,352432,60.0598,6070,87.8
2021-01-01,9,196892,33.0588,604,8.6
2021-01-01,1,40143,6.7401,220,3.1
2021-01-01,0,358547,60.2011,6131,88.1
2021-01-02,9,200488,33.1861,600,8.6
2021-01-02,1,40423,6.6911,220,3.1
2021-01-02,0,363221,60.1228,6150,88.2
2021-01-03,1,40504,6.6586,222,3.1
2021-01-03,9,201345,33.0998,604,8.5
2021-01-03,0,366448,60.2416,6199,88.2
2021-01-04,9,201834,32.9659,632,8.8
2021-01-04,1,40623,6.635,226,3.1
2021-01-04,0,369793,60.399,6310,88.0
2021-01-05,9,201745,32.6634,638,8.7
2021-01-05,1,40812,6.6076,228,3.1
2021-01-05,0,375092,60.729,6401,88.0
2021-01-06,9,203576,32.5598,653,8.8
2021-01-06,1,41229,6.5941,228,3.0
2021-01-06,0,380432,60.846,6500,88.0
2021-01-07,9,206699,32.5902,659,8.7
2021-01-07,1,41610,6.5606,231,3.0
2021-01-07,0,385928,60.8492,6602,88.1
2021-01-08,1,41848,6.5326,231,3.0
2021-01-08,9,209930,32.7705,693,9.0
2021-01-08,0,388828,60.6969,6694,87.8
2021-01-09,9,212630,32.8919,719,9.3
2021-01-09,1,42108,6.5137,232,3.0
2021-01-09,0,391712,60.5943,6753,87.6
2021-01-10,9,216563,33.1202,735,9.4
2021-01-10,1,42355,6.4776,233,2.9
2021-01-10,0,394951,60.4022,6817,87.5
2021-01-11,9,218580,33.2494,760,9.6
2021-01-11,1,42464,6.4594,236,3.0
2021-01-11,0,396352,60.2912,6869,87.3
2021-01-12,9,219705,33.2446,793,9.8
2021-01-12,1,42614,6.4481,241,3.0
2021-01-12,0,398555,60.3073,6977,87.0
2021-01-13,0,403891,60.6899,7127,87.4
2021-01-13,9,218771,32.8732,778,9.5
2021-01-13,1,42837,6.4368,243,2.9
2021-01-14,9,221027,32.9654,804,9.7
2021-01-14,1,43052,6.4211,244,2.9
2021-01-14,0,406403,60.6136,7184,87.2
2021-01-15,9,223297,33.0302,822,9.8
2021-01-15,1,43344,6.4115,248,2.9
2021-01-15,0,409398,60.5583,7241,87.1
2021-01-16,9,225250,33.0838,825,9.8
2021-01-16,1,43564,6.3985,248,2.9
2021-01-16,0,412033,60.5177,7282,87.1
2021-01-17,9,227672,33.2212,835,9.9
2021-01-17,1,43706,6.3774,248,2.9
2021-01-17,0,413943,60.4013,7308,87.0
2021-01-18,1,43783,6.3661,248,2.9
2021-01-18,9,228918,33.285,855,10.1
2021-01-18,0,415050,60.3489,7327,86.9
2021-01-19,9,229276,33.2377,871,10.2
2021-01-19,1,43847,6.3564,248,2.9
2021-01-19,0,416685,60.4059,7351,86.7
2021-01-20,9,231425,33.3326,894,10.4
2021-01-20,1,43991,6.3361,249,2.9
2021-01-20,0,418875,60.3313,7413,86.6
2021-01-21,9,232632,33.3387,924,10.6
2021-01-21,1,44185,6.3322,252,2.9
2021-01-21,0,420966,60.3291,7508,86.4
2021-01-22,9,229736,32.7331,881,10.0
2021-01-22,1,44445,6.3326,252,2.8
2021-01-22,0,427666,60.9344,7644,87.0
2021-01-23,0,429565,60.8556,7674,87.0
2021-01-23,9,231705,32.8252,892,10.1
2021-01-23,1,44606,6.3192,253,2.8
2021-01-24,9,233248,32.9113,900,10.1
2021-01-24,1,44688,6.3055,254,2.8
2021-01-24,0,430781,60.7832,7705,86.9
2021-01-25,9,234172,32.9621,907,10.1
2021-01-25,1,44742,6.2979,255,2.8
2021-01-25,0,431513,60.7399,7808,87.0
2021-01-26,9,234663,32.9395,939,10.2
2021-01-26,1,44814,6.2905,258,2.8
2021-01-26,0,432929,60.77,7965,86.9
2021-01-27,9,232425,32.4704,918,9.8
2021-01-27,1,45016,6.2889,262,2.8
2021-01-27,0,438365,61.2408,8136,87.3
2021-01-28,0,443585,61.8165,8248,87.5
2021-01-28,9,228811,31.8863,901,9.5
2021-01-28,1,45187,6.2971,268,2.8
2021-01-29,9,230545,31.9097,915,9.6
2021-01-29,1,45367,6.2792,268,2.8
2021-01-29,0,446579,61.811,8278,87.4
2021-01-30,9,231413,31.9304,947,9.8
2021-01-30,1,45467,6.2735,269,2.8
2021-01-30,0,447862,61.7961,8358,87.2
2021-01-31,0,449339,61.7342,8417,87.2
2021-01-31,9,232960,32.0061,963,9.9
2021-01-31,1,45562,6.2597,270,2.7
2021-02-01,9,233489,32.0205,997,10.2
2021-02-01,1,45604,6.2541,272,2.7
2021-02-01,0,450094,61.7255,8484,86.9
2021-02-02,9,234196,32.022,1033,10.4
2021-02-02,1,45713,6.2504,274,2.7
2021-02-02,0,451451,61.7276,8593,86.7
2021-02-03,0,456358,62.2406,8751,87.2
2021-02-03,1,45894,6.2593,278,2.7
2021-02-03,9,230964,31.5001,1004,10.0
2021-02-04,9,232455,31.5677,1032,10.1
2021-02-04,1,45986,6.245,280,2.7
2021-02-04,0,457929,62.1874,8890,87.1
2021-02-05,9,233374,31.5784,1082,10.3
2021-02-05,1,46113,6.2397,282,2.7
2021-02-05,0,459544,62.182,9041,86.8
2021-02-06,9,234771,31.6312,1095,10.4
2021-02-06,1,46237,6.2296,281,2.6
2021-02-06,0,461205,62.1392,9087,86.8
2021-02-07,9,235903,31.6818,1095,10.4
2021-02-07,1,46305,6.2188,281,2.6
2021-02-07,0,462392,62.0994,9093,86.8
2021-02-08,1,46347,6.2142,283,2.6
2021-02-08,9,236462,31.7047,1126,10.6
2021-02-08,0,463017,62.0811,9157,86.6
2021-02-09,9,236801,31.6807,1138,10.7
2021-02-09,1,46410,6.209,283,2.6
2021-02-09,0,464251,62.1103,9210,86.6
2021-02-10,9,233298,31.0894,1074,10.0
2021-02-10,1,46623,6.213,289,2.6
2021-02-10,0,470488,62.6975,9368,87.2
2021-02-11,9,233445,31.0419,1085,10.0
2021-02-11,1,46686,6.208,293,2.7
2021-02-11,0,471902,62.7502,9434,87.2
2021-02-12,9,234198,31.0493,1106,10.1
2021-02-12,1,46785,6.2026,294,2.6
2021-02-12,0,473296,62.7481,9493,87.1
2021-02-13,0,474504,62.7592,9502,87.1
2021-02-13,9,234702,31.0423,1106,10.1
2021-02-13,1,46865,6.1985,294,2.6
2021-02-14,9,235351,31.0728,1116,10.2
2021-02-14,1,46899,6.192,294,2.6
2021-02-14,0,475168,62.7352,9523,87.1
2021-02-15,9,235960,31.1063,1116,10.2
2021-02-15,1,46932,6.187,294,2.6
2021-02-15,0,475669,62.7068,9527,87.1
2021-02-16,9,236203,31.0989,1123,10.2
2021-02-16,1,46960,6.1828,294,2.6
2021-02-16,0,476360,62.7183,9537,87.0
2021-02-17,9,227849,29.9682,1049,9.5
2021-02-17,1,47197,6.2077,296,2.6
2021-02-17,0,485257,63.8242,9640,87.7
2021-02-18,0,486085,63.8493,9703,87.7
2021-02-18,9,227974,29.9453,1058,9.5
2021-02-18,1,47242,6.2054,296,2.6
2021-02-19,9,228301,29.9343,1061,9.5
2021-02-19,1,47289,6.2004,296,2.6
2021-02-19,0,487083,63.8652,9707,87.7
2021-02-20,9,228707,29.9352,1080,9.7
2021-02-20,1,47340,6.1963,295,2.6
2021-02-20,0,487961,63.8686,9740,87.6
2021-02-21,0,488511,63.8462,9754,87.6
2021-02-21,9,229253,29.9623,1084,9.7
2021-02-21,1,47373,6.1914,295,2.6
2021-02-22,9,229622,29.9733,1089,9.7
2021-02-22,1,47403,6.1877,295,2.6
2021-02-22,0,489064,63.8391,9769,87.5
2021-02-23,9,229834,29.953,1096,9.7
2021-02-23,1,47459,6.1851,295,2.6
2021-02-23,0,490022,63.8619,9807,87.5
2021-02-24,1,47788,6.2147,296,2.6
2021-02-24,9,224207,29.1577,1054,9.3
2021-02-24,0,496951,64.6276,9916,88.0
2021-02-25,9,214763,27.8573,958,8.4
2021-02-25,1,48190,6.2508,299,2.6
2021-02-25,0,507987,65.8919,10064,88.8
2021-02-26,9,214867,27.814,964,8.4
2021-02-26,1,48248,6.2456,301,2.6
2021-02-26,0,509398,65.9404,10112,88.8
2021-02-27,9,215274,27.8172,966,8.4
2021-02-27,1,48306,6.242,301,2.6
2021-02-27,0,510307,65.9408,10126,88.8
2021-02-28,9,215737,27.8369,969,8.4
2021-02-28,1,48341,6.2375,301,2.6
2021-02-28,0,510926,65.9256,10141,88.8
2021-03-01,1,48368,6.2355,301,2.6
2021-03-01,9,215979,27.8434,974,8.5
2021-03-01,0,511346,65.9212,10146,88.8
2021-03-02,9,215804,27.7977,976,8.5
2021-03-02,1,48424,6.2375,302,2.6
2021-03-02,0,512109,65.9648,10158,88.8
2021-03-03,9,211801,27.2261,926,8.0
2021-03-03,1,48584,6.2453,303,2.6
2021-03-03,0,517550,66.5287,10230,89.2
2021-03-04,9,211413,27.1234,923,8.0
2021-03-04,1,48667,6.2438,303,2.6
2021-03-04,0,519369,66.6328,10275,89.3
2021-03-05,9,211745,27.1157,931,8.0
2021-03-05,1,48739,6.2414,303,2.6
2021-03-05,0,520410,66.6428,10300,89.3
2021-03-06,0,521328,66.6484,10310,89.3
2021-03-06,1,48804,6.2393,303,2.6
2021-03-06,9,212074,27.1123,930,8.0
2021-03-07,9,212606,27.136,930,8.0
2021-03-07,1,48832,6.2327,303,2.6
2021-03-07,0,522046,66.6314,10314,89.3
2021-03-08,9,212671,27.1297,932,8.0
2021-03-08,1,48853,6.232,304,2.6
2021-03-08,0,522380,66.6383,10320,89.3
2021-03-09,9,212967,27.1212,943,8.1
2021-03-09,1,48910,6.2287,304,2.6
2021-03-09,0,523365,66.6502,10341,89.2
2021-03-10,9,209393,26.6201,927,7.9
2021-03-10,1,49043,6.2348,304,2.6
2021-03-10,0,528161,67.1451,10375,89.3
2021-03-11,0,529284,67.1587,10385,89.3
2021-03-11,1,49118,6.2324,304,2.6
2021-03-11,9,209707,26.6089,934,8.0
2021-03-12,9,210225,26.6225,934,8.0
2021-03-12,1,49158,6.2253,305,2.6
2021-03-12,0,530269,67.1522,10400,89.3
2021-03-13,9,210869,26.649,929,7.9
2021-03-13,1,49222,6.2205,305,2.6
2021-03-13,0,531191,67.1304,10393,89.3
2021-03-14,1,49245,6.2179,305,2.6
2021-03-14,9,211154,26.6612,927,7.9
2021-03-14,0,531590,67.1209,10395,89.4
2021-03-15,1,49281,6.2161,305,2.6
2021-03-15,0,532043,67.1098,10404,89.3
2021-03-15,9,211471,26.6741,929,7.9
2021-03-16,9,211869,26.6791,929,7.9742
2021-03-16,1,49335,6.2124,305,2.618
2021-03-16,0,532933,67.1084,10416,89.4077
