date_stamp,race,cnt_confirmed,pct_confirmed,cnt_death,pct_death
2020-09-01,5,113,0.0723,2,0.1
2020-09-01,4,206,0.1318,4,0.2
2020-09-01,0,1351,0.8642,16,0.8
2020-09-01,1,29689,18.9914,536,30.0
2020-09-01,2,78058,49.9319,1115,62.6
2020-09-01,3,20989,13.4262,92,5.1
2020-09-02,9,25017,15.8505,17,0.9
2020-09-02,5,115,0.0729,2,0.1
2020-09-02,4,208,0.1318,4,0.2
2020-09-02,0,1377,0.8725,17,0.9
2020-09-02,1,30177,19.1198,539,29.9
2020-09-02,2,79780,50.5477,1128,62.7
2020-09-02,3,21157,13.4048,90,5.0
2020-09-03,9,25244,15.8224,16,0.8
2020-09-03,5,119,0.0746,2,0.1
2020-09-03,2,80882,50.6951,1142,62.9
2020-09-03,1,30391,19.0484,542,29.8
2020-09-03,3,21296,13.3479,91,5.0
2020-09-03,4,215,0.1348,4,0.2
2020-09-03,0,1399,0.8769,18,0.9
2020-09-04,9,24867,15.4841,16,0.8
2020-09-04,5,121,0.0753,2,0.1
2020-09-04,4,215,0.1339,4,0.2
2020-09-04,0,1419,0.8836,18,0.9
2020-09-04,1,30607,19.0583,547,29.7
2020-09-04,2,82029,51.0775,1158,63.0
2020-09-04,3,21339,13.2873,92,5.0
2020-09-05,9,25389,15.6373,16,0.8
2020-09-05,5,120,0.0739,2,0.1
2020-09-05,4,217,0.1337,4,0.2
2020-09-05,0,1436,0.8844,18,0.9
2020-09-05,2,82967,51.1,1181,63.4
2020-09-05,3,21407,13.1847,92,4.9
2020-09-05,1,30826,18.986,549,29.4
2020-09-06,9,25800,15.7196,16,0.8
2020-09-06,5,121,0.0737,2,0.1
2020-09-06,4,218,0.1328,4,0.2
2020-09-06,0,1452,0.8847,18,0.9
2020-09-06,1,31000,18.8879,549,29.4
2020-09-06,2,83815,51.0675,1184,63.4
2020-09-06,3,21720,13.2337,92,4.9
2020-09-07,9,25907,15.6908,16,0.8
2020-09-07,5,122,0.0739,2,0.1
2020-09-07,4,218,0.132,4,0.2
2020-09-07,0,1456,0.8818,18,0.9
2020-09-07,1,31120,18.8482,549,29.3
2020-09-07,2,84449,51.1474,1189,63.6
2020-09-07,3,21837,13.2258,91,4.8
2020-09-08,9,25861,15.602,17,0.8
2020-09-08,5,123,0.0742,2,0.1
2020-09-08,4,220,0.1327,4,0.2
2020-09-08,0,1467,0.885,18,0.9
2020-09-08,1,31249,18.8526,556,29.3
2020-09-08,2,84961,51.2573,1207,63.6
2020-09-08,3,21873,13.1961,92,4.8
2020-09-09,9,24960,14.9832,20,1.0
2020-09-09,5,124,0.0744,2,0.1
2020-09-09,4,222,0.1333,4,0.2
2020-09-09,3,21848,13.1151,93,4.8
2020-09-09,0,1485,0.8914,18,0.9
2020-09-09,1,31637,18.9913,560,29.0
2020-09-09,2,86311,51.8114,1234,63.9
2020-09-10,9,25101,14.92,23,1.1
2020-09-10,5,125,0.0743,2,0.1
2020-09-10,4,220,0.1308,4,0.2
2020-09-10,0,1503,0.8934,20,1.0
2020-09-10,1,31823,18.9156,564,28.3
2020-09-10,2,87392,51.9458,1281,64.4
2020-09-10,3,22073,13.1202,94,4.7
2020-09-11,9,25276,14.8806,22,1.0
2020-09-11,5,126,0.0742,2,0.0
2020-09-11,4,226,0.1331,4,0.1
2020-09-11,0,1520,0.8949,20,0.9
2020-09-11,1,32042,18.8639,574,28.3
2020-09-11,2,88570,52.1432,1307,64.5
2020-09-11,3,22099,13.0102,96,4.7
2020-09-12,9,25193,14.7421,17,0.8
2020-09-12,3,22132,12.9509,96,4.6
2020-09-12,5,128,0.0749,2,0.0
2020-09-12,4,227,0.1328,4,0.1
2020-09-12,0,1527,0.8936,20,0.9
2020-09-12,1,32224,18.8565,584,28.2
2020-09-12,2,89460,52.3492,1341,64.9
2020-09-13,9,25522,14.8536,17,0.8
2020-09-13,5,132,0.0768,2,0.0
2020-09-13,4,229,0.1333,4,0.1
2020-09-13,0,1541,0.8968,20,0.9
2020-09-13,1,32340,18.8216,589,28.3
2020-09-13,2,89903,52.3227,1350,64.9
2020-09-13,3,22157,12.8952,96,4.6
2020-09-14,9,26296,15.0889,19,0.9
2020-09-14,5,132,0.0757,2,0.0
2020-09-14,4,230,0.132,4,0.1
2020-09-14,0,1561,0.8957,20,0.9
2020-09-14,1,32563,18.6849,590,28.1
2020-09-14,2,91086,52.266,1365,65.0
2020-09-14,3,22406,12.8568,97,4.6
2020-09-15,9,26140,14.9175,17,0.7
2020-09-15,3,22434,12.8025,97,4.5
2020-09-15,5,133,0.0759,2,0.0
2020-09-15,4,231,0.1318,4,0.1
2020-09-15,0,1573,0.8977,20,0.9
2020-09-15,1,32758,18.6942,596,28.0
2020-09-15,2,91962,52.4804,1391,65.3
2020-09-16,9,25592,14.4517,19,0.8
2020-09-16,5,134,0.0757,2,0.0
2020-09-16,4,237,0.1338,4,0.1
2020-09-16,0,1592,0.899,20,0.9
2020-09-16,1,33154,18.7219,599,27.8
2020-09-16,2,93765,52.9486,1408,65.4
2020-09-16,3,22613,12.7694,99,4.6
2020-09-17,9,25547,14.341,19,0.8
2020-09-17,5,136,0.0763,2,0.0
2020-09-17,4,238,0.1336,4,0.1
2020-09-17,0,1622,0.9105,20,0.9
2020-09-17,1,33291,18.6881,602,27.8
2020-09-17,2,94707,53.1644,1417,65.4
2020-09-17,3,22599,12.6861,100,4.6
2020-09-18,9,26197,14.5138,21,0.9
2020-09-18,3,22716,12.5853,101,4.5
2020-09-18,5,137,0.0759,2,0.0
2020-09-18,4,238,0.1319,4,0.1
2020-09-18,0,1641,0.9092,20,0.9
2020-09-18,1,33512,18.5665,604,27.5
2020-09-18,2,96056,53.2175,1444,65.7
2020-09-19,9,26036,14.3497,22,0.9
2020-09-19,5,138,0.0761,2,0.0
2020-09-19,4,242,0.1334,4,0.1
2020-09-19,0,1657,0.9133,20,0.9
2020-09-19,1,33663,18.5533,609,27.4
2020-09-19,2,97022,53.4736,1458,65.7
2020-09-19,3,22681,12.5006,101,4.5
2020-09-20,9,26754,14.5787,22,0.9
2020-09-20,5,139,0.0757,2,0.0
2020-09-20,4,245,0.1335,4,0.1
2020-09-20,0,1686,0.9187,20,0.9
2020-09-20,1,33861,18.4515,610,27.5
2020-09-20,2,97973,53.3872,1459,65.7
2020-09-20,3,22856,12.4546,101,4.5
2020-09-21,9,26875,14.5736,25,1.1
2020-09-21,3,22935,12.437,102,4.5
2020-09-21,5,139,0.0754,2,0.0
2020-09-21,4,247,0.1339,4,0.1
2020-09-21,0,1693,0.9181,20,0.8
2020-09-21,1,33954,18.4123,611,27.3
2020-09-21,2,98566,53.4497,1469,65.7
2020-09-22,9,26721,14.4322,13,0.5
2020-09-22,5,144,0.0778,2,0.0
2020-09-22,4,247,0.1334,4,0.1
2020-09-22,0,1704,0.9203,20,0.8
2020-09-22,1,34086,18.4101,622,27.5
2020-09-22,2,99338,53.6533,1500,66.3
2020-09-22,3,22908,12.3728,100,4.4
2020-09-23,9,25936,13.8911,12,0.5
2020-09-23,5,144,0.0771,2,0.0
2020-09-23,4,254,0.136,4,0.1
2020-09-23,0,1719,0.9207,21,0.9
2020-09-23,1,34474,18.464,624,27.4
2020-09-23,2,101155,54.1779,1513,66.5
2020-09-23,3,23027,12.3331,99,4.3
2020-09-24,9,25891,13.8053,8,0.3
2020-09-24,3,23056,12.2936,101,4.3
2020-09-24,5,144,0.0768,2,0.0
2020-09-24,4,255,0.136,4,0.1
2020-09-24,0,1730,0.9225,21,0.9
2020-09-24,1,34597,18.4474,633,27.4
2020-09-24,2,101871,54.3185,1541,66.7
2020-09-25,9,27142,14.3264,10,0.4
2020-09-25,5,145,0.0765,2,0.0
2020-09-25,4,251,0.1325,4,0.1
2020-09-25,0,1744,0.9205,22,0.9
2020-09-25,1,34523,18.2224,642,27.2
2020-09-25,2,102487,54.096,1569,66.7
2020-09-25,3,23162,12.2257,103,4.3
2020-09-26,9,27250,14.2752,13,0.5
2020-09-26,5,145,0.076,2,0.0
2020-09-26,4,251,0.1315,4,0.1
2020-09-26,0,1773,0.9288,23,0.9
2020-09-26,1,34699,18.1774,645,27.1
2020-09-26,2,103540,54.2404,1584,66.7
2020-09-26,3,23233,12.1708,103,4.3
2020-09-27,9,27843,14.4268,12,0.5
2020-09-27,3,23370,12.1091,103,4.3
2020-09-27,5,149,0.0772,2,0.0
2020-09-27,4,256,0.1326,4,0.1
2020-09-27,0,1788,0.9264,23,0.9
2020-09-27,1,34911,18.0891,647,27.2
2020-09-27,2,104678,54.2387,1586,66.7
2020-09-28,9,27823,14.3616,13,0.5
2020-09-28,5,149,0.0769,2,0.0
2020-09-28,4,256,0.1321,4,0.1
2020-09-28,0,1798,0.9281,23,0.9
2020-09-28,1,35036,18.0848,649,27.1
2020-09-28,2,105301,54.354,1595,66.7
2020-09-28,3,23369,12.0625,103,4.3
2020-09-29,9,27808,14.289,13,0.5
2020-09-29,5,150,0.0771,2,0.0
2020-09-29,4,260,0.1336,4,0.1
2020-09-29,0,1810,0.9301,23,0.9
2020-09-29,1,35154,18.0637,658,27.1
2020-09-29,2,106065,54.501,1616,66.7
2020-09-29,3,23364,12.0055,104,4.2
2020-09-30,9,26762,13.6444,10,0.4
2020-09-30,3,23518,11.9905,105,4.2
2020-09-30,5,151,0.077,2,0.0
2020-09-30,4,264,0.1346,4,0.1
2020-09-30,0,1816,0.9259,23,0.9
2020-09-30,1,35639,18.1703,667,27.1
2020-09-30,2,107989,55.0574,1643,66.9
2020-10-01,9,26933,13.6417,11,0.4
2020-10-01,5,151,0.0765,2,0.0
2020-10-01,4,264,0.1337,4,0.1
2020-10-01,0,1822,0.9228,23,0.9
2020-10-01,1,35791,18.1283,673,26.9
2020-10-01,2,108862,55.139,1682,67.2
2020-10-01,3,23609,11.958,106,4.2
2020-10-02,9,27093,13.6555,13,0.5
2020-10-02,5,151,0.0761,2,0.0
2020-10-02,4,264,0.1331,4,0.1
2020-10-02,0,1831,0.9229,23,0.9
2020-10-02,1,35919,18.1041,674,26.7
2020-10-02,2,109561,55.2214,1694,67.3
2020-10-02,3,23584,11.8869,105,4.1
2020-10-03,4,266,0.1333,4,0.1
2020-10-03,3,23666,11.857,105,4.1
2020-10-03,5,152,0.0762,2,0.0
2020-10-03,0,1835,0.9194,23,0.8
2020-10-03,1,36035,18.0541,684,26.7
2020-10-03,2,110266,55.2449,1731,67.6
2020-10-03,9,27375,13.7153,11,0.4
2020-10-04,9,27812,13.8224,12,0.4
2020-10-04,5,152,0.0755,2,0.0
2020-10-04,4,267,0.1327,4,0.1
2020-10-04,0,1846,0.9174,23,0.8
2020-10-04,1,36155,17.9688,690,26.7
2020-10-04,2,111153,55.2423,1740,67.5
2020-10-04,3,23825,11.8409,106,4.1
2020-10-05,9,28699,14.0889,13,0.5
2020-10-05,5,156,0.0766,2,0.0
2020-10-05,4,268,0.1316,4,0.1
2020-10-05,0,1861,0.9136,23,0.8
2020-10-05,1,36354,17.8469,691,26.6
2020-10-05,2,112368,55.1637,1757,67.6
2020-10-05,3,23993,11.7787,107,4.1
2020-10-06,9,29092,14.1653,13,0.4
2020-10-06,3,24040,11.7054,107,4.0
2020-10-06,5,158,0.0769,2,0.0
2020-10-06,4,267,0.13,4,0.1
2020-10-06,0,1877,0.9139,23,0.8
2020-10-06,1,36534,17.7889,694,26.4
2020-10-06,2,113407,55.2195,1778,67.8
2020-10-07,9,28682,13.8256,13,0.4
2020-10-07,5,159,0.0766,2,0.0
2020-10-07,4,272,0.1311,4,0.1
2020-10-07,0,1880,0.9062,23,0.8
2020-10-07,1,36948,17.8101,695,26.3
2020-10-07,2,115336,55.5957,1798,68.0
2020-10-07,3,24178,11.6546,107,4.0
2020-10-08,9,29151,13.9181,15,0.5
2020-10-08,5,161,0.0769,2,0.0
2020-10-08,4,274,0.1308,4,0.1
2020-10-08,0,1889,0.9019,23,0.8
2020-10-08,1,37106,17.7162,725,26.8
2020-10-08,2,116545,55.6441,1826,67.5
2020-10-08,3,24321,11.612,110,4.0
2020-10-09,9,28907,13.6998,17,0.6
2020-10-09,3,24616,11.6662,111,4.0
2020-10-09,5,160,0.0758,2,0.0
2020-10-09,4,276,0.1308,4,0.1
2020-10-09,0,1903,0.9019,23,0.8
2020-10-09,1,37390,17.7201,730,26.7
2020-10-09,2,117751,55.8054,1845,67.5
2020-10-10,9,29298,13.7776,17,0.6
2020-10-10,5,160,0.0752,2,0.0
2020-10-10,4,278,0.1307,4,0.1
2020-10-10,0,1911,0.8987,23,0.8
2020-10-10,1,37540,17.6535,734,26.6
2020-10-10,2,118785,55.8597,1867,67.6
2020-10-10,3,24677,11.6046,111,4.0
2020-10-11,9,29989,13.9668,18,0.6
2020-10-11,5,160,0.0745,2,0.0
2020-10-11,4,280,0.1304,4,0.1
2020-10-11,0,1920,0.8942,23,0.8
2020-10-11,1,37697,17.5566,738,26.6
2020-10-11,2,119806,55.7972,1871,67.6
2020-10-11,3,24865,11.5804,111,4.0
2020-10-12,9,31151,14.3103,18,0.6
2020-10-12,3,25084,11.5232,112,4.0
2020-10-12,5,162,0.0744,2,0.0
2020-10-12,4,281,0.1291,4,0.1
2020-10-12,0,1934,0.8885,24,0.8
2020-10-12,1,37956,17.4364,739,26.6
2020-10-12,2,121114,55.638,1875,67.5
2020-10-13,9,31296,14.3016,18,0.6
2020-10-13,5,165,0.0754,2,0.0
2020-10-13,4,282,0.1289,4,0.1
2020-10-13,0,1945,0.8888,24,0.8
2020-10-13,1,38063,17.3939,744,26.5
2020-10-13,2,121978,55.7412,1893,67.6
2020-10-13,3,25100,11.4701,112,4.0
2020-10-14,9,30394,13.7818,20,0.7
2020-10-14,5,166,0.0753,2,0.0
2020-10-14,4,285,0.1292,4,0.1
2020-10-14,0,1960,0.8887,25,0.8
2020-10-14,1,38411,17.417,752,26.5
2020-10-14,2,123977,56.2157,1912,67.6
2020-10-14,3,25345,11.4924,113,3.9
2020-10-15,4,286,0.1284,4,0.1
2020-10-15,3,25469,11.4299,112,3.9
2020-10-15,5,168,0.0754,2,0.0
2020-10-15,0,1971,0.8845,25,0.8
2020-10-15,1,38664,17.3516,757,26.4
2020-10-15,2,125536,56.3379,1944,67.8
2020-10-15,9,30733,13.7923,20,0.6
2020-10-16,9,30701,13.7369,21,0.7
2020-10-16,5,168,0.0752,2,0.0
2020-10-16,4,284,0.1271,4,0.1
2020-10-16,0,1985,0.8882,25,0.8
2020-10-16,1,38757,17.3415,758,26.4
2020-10-16,2,126119,56.4309,1949,67.8
2020-10-16,3,25479,11.4004,112,3.9
2020-10-17,9,31489,13.9246,24,0.8
2020-10-17,5,169,0.0747,2,0.0
2020-10-17,4,286,0.1265,4,0.1
2020-10-17,0,1992,0.8809,25,0.8
2020-10-17,1,38948,17.223,761,26.2
2020-10-17,2,127613,56.4312,1975,68.0
2020-10-17,3,25642,11.339,112,3.8
2020-10-18,9,32298,14.1197,24,0.8
2020-10-18,3,25854,11.3026,113,3.8
2020-10-18,5,170,0.0743,2,0.0
2020-10-18,4,288,0.1259,4,0.1
2020-10-18,0,2011,0.8791,25,0.8
2020-10-18,1,39164,17.1213,763,26.2
2020-10-18,2,128959,56.377,1978,67.9
2020-10-19,9,33606,14.4815,26,0.8
2020-10-19,5,173,0.0745,2,0.0
2020-10-19,4,292,0.1258,4,0.1
2020-10-19,0,2027,0.8735,25,0.8
2020-10-19,1,39460,17.0041,765,26.1
2020-10-19,2,130509,56.2391,1987,68.0
2020-10-19,3,25994,11.2014,113,3.8
2020-10-20,9,33770,14.4583,30,1.0
2020-10-20,5,172,0.0736,2,0.0
2020-10-20,4,295,0.1263,4,0.1
2020-10-20,0,2038,0.8725,25,0.8
2020-10-20,1,39625,16.965,766,25.9
2020-10-20,2,131532,56.314,2009,68.0
2020-10-20,3,26137,11.1903,116,3.9
2020-10-21,4,298,0.1263,4,0.1
2020-10-21,3,26374,11.182,116,3.9
2020-10-21,5,174,0.0738,2,0.0
2020-10-21,0,2056,0.8717,26,0.8
2020-10-21,1,40038,16.9753,765,25.7
2020-10-21,2,133715,56.6923,2026,68.2
2020-10-21,9,33206,14.0786,31,1.0
2020-10-22,9,33248,13.9752,29,0.9
2020-10-22,5,176,0.074,2,0.0
2020-10-22,4,300,0.1261,4,0.1
2020-10-22,0,2073,0.8713,27,0.8
2020-10-22,1,40366,16.9671,770,25.5
2020-10-22,2,135291,56.8672,2061,68.4
2020-10-22,3,26453,11.1191,118,3.9
2020-10-23,9,34313,14.2075,32,1.0
2020-10-23,5,178,0.0737,2,0.0
2020-10-23,4,301,0.1246,4,0.1
2020-10-23,0,2098,0.8687,27,0.8
2020-10-23,1,40676,16.8422,777,25.2
2020-10-23,2,137154,56.7895,2114,68.7
2020-10-23,3,26793,11.0938,120,3.9
2020-10-24,4,303,0.1241,4,0.1
2020-10-24,3,26919,11.0284,122,3.9
2020-10-24,5,180,0.0737,3,0.0
2020-10-24,0,2118,0.8677,27,0.8
2020-10-24,1,40918,16.7637,776,25.0
2020-10-24,2,138628,56.7945,2137,68.9
2020-10-24,9,35021,14.3478,31,1.0
2020-10-25,9,36220,14.6292,34,1.0
2020-10-25,5,179,0.0723,3,0.0
2020-10-25,4,309,0.1248,4,0.1
2020-10-25,0,2147,0.8672,27,0.8
2020-10-25,1,41249,16.6604,778,24.8
2020-10-25,2,140340,56.6831,2163,69.0
2020-10-25,3,27143,10.963,122,3.8
2020-10-26,9,36992,14.8047,37,1.1698
2020-10-26,0,2167,0.8673,27,0.8536
2020-10-26,4,312,0.1249,4,0.1265
2020-10-26,3,27191,10.8822,124,3.9203
2020-10-26,1,41529,16.6205,782,24.7234
2020-10-26,2,141495,56.6284,2186,69.1116
2020-10-26,5,180,0.072,3,0.0948
